bill	striker	title	origin	second_chamber_amended	veto_date	chamber	roll	date	tally	divided_rolls	later_kept	version	disposition	reason
SB1536		Cities and towns; primary elections	S	no	2025-05-12	house	1564119	2025-05-01	31-27	1	0	vetoed_text	dropped	when a mayor or council candidate may be declared elected while a contest is pending; narrow
SB1536		Cities and towns; primary elections	S	no	2025-05-12	senate	1509281	2025-03-10	17-10	1	0	vetoed_text	dropped	when a mayor or council candidate may be declared elected while a contest is pending; narrow
SB1538		Corporation commission; non-thermal generating unit	S	no	2025-05-02	house	1550089	2025-04-16	33-25	1	0	vetoed_text	dropped	brings large non-thermal plants under siting review but lifts the threshold from 100 to 200 megawatts; opposite directions in one act
SB1538		Corporation commission; non-thermal generating unit	S	no	2025-05-02	senate	1507210	2025-03-06	16-11	1	0	vetoed_text	dropped	brings large non-thermal plants under siting review but lifts the threshold from 100 to 200 megawatts; opposite directions in one act
SB1584		Public employees; merit; hiring practices	S	no	2025-04-18	house	1548760	2025-04-15	31-21	1	0	vetoed_text	batch-03	imported
SB1584		Public employees; merit; hiring practices	S	no	2025-04-18	senate	1504671	2025-03-04	16-11	1	0	vetoed_text	batch-03	imported
SB1586		Gender transition procedures; provider liability	S	no	2025-05-12	house	1563694	2025-05-01	31-27	1	0	vetoed_text	batch-03	imported
SB1586		Gender transition procedures; provider liability	S	no	2025-05-12	senate	1506355	2025-03-05	17-12	1	0	vetoed_text	batch-03	imported
SB1591		Concealed weapons permits; fees	S	yes	2025-05-12	house	1555052	2025-04-23	33-27	1	0	vetoed_text	dropped	sets the resident concealed weapons permit fee at a tenth of the non-resident fee; fee structure
SB1591		Concealed weapons permits; fees	S	yes	2025-05-12	senate	1566374	2025-05-06	17-11	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1600		Patient rights; health care services	S	yes	2025-05-13	house	1566018	2025-05-06	31-23	1	0	vetoed_text	dropped	declares patient rights to best interest, no harm and informed consent; declaratory with no operative change
SB1600		Patient rights; health care services	S	yes	2025-05-13	senate	1567593	2025-05-07	17-9	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1610		County detention facilities; arrestees; information	S	no	2025-05-02	house	1550685	2025-04-16	33-25	1	0	vetoed_text	batch-03	imported
SB1610		County detention facilities; arrestees; information	S	no	2025-05-02	senate	1512282	2025-03-10	17-10	1	0	vetoed_text	batch-03	imported
SB1612		Document retention; proposals; donations	S	no	2025-05-02	house	1549877	2025-04-16	31-25	1	0	vetoed_text	batch-04	imported
SB1612		Document retention; proposals; donations	S	no	2025-05-02	senate	1501740	2025-02-27	18-11	1	0	vetoed_text	batch-04	imported
SB1649		Legislative appointments; qualifications	S	yes	2025-05-13	house	1565072	2025-05-05	32-25	1	0	vetoed_text	dropped	drops expertise requirements for legislative appointees to several boards; administrative
SB1649		Legislative appointments; qualifications	S	yes	2025-05-13	senate	1567976	2025-05-07	16-10	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1694		Higher education; withholding state monies	S	no	2025-05-02	house	1559077	2025-04-28	32-23	1	0	vetoed_text	batch-03	imported
SB1694		Higher education; withholding state monies	S	no	2025-05-02	senate	1504889	2025-03-04	16-11	1	0	vetoed_text	batch-03	imported
SB1705		Firearms; state preemption; civil penalty	S	no	2025-05-02	house	1550082	2025-04-16	31-24	1	0	vetoed_text	batch-03	imported
SB1705		Firearms; state preemption; civil penalty	S	no	2025-05-02	senate	1507354	2025-03-06	16-9	1	0	vetoed_text	batch-03	imported
SB1721	SE	Egg-laying hens; housing size standards	S	no	2025-04-18	house	1548688	2025-04-15	31-21	1	0	vetoed_text	dropped	bars minimum cage size rules for egg-laying hens; no research area covers animal welfare, matching the SB 1658 drop
SB1721	SE	Egg-laying hens; housing size standards	S	no	2025-04-18	senate	1505396	2025-03-04	16-11	1	0	vetoed_text	dropped	bars minimum cage size rules for egg-laying hens; no research area covers animal welfare, matching the SB 1658 drop
SB1725		Fentanyl; nine grams	S	no	2025-05-12	house	1563788	2025-05-01	31-26	1	0	vetoed_text	batch-04	imported
SB1725		Fentanyl; nine grams	S	no	2025-05-12	senate	1500244	2025-02-26	17-11	1	0	vetoed_text	batch-04	imported
