bill	chamber	roll_call_id	date	yea	nay	margin_pct	reach	same_day_peers	earlier_rolls	partial_veto	question	title	description	disposition	reason
HB2554	house	1633601	2026-02-13	64	28	43.8	87		0		House 3rd Reading & Final Passage	Recognizing judicially affirmed and treaty-reserved fishing rights and promoting state-tribal cooperative agreements in the management of salmon, trou	Recognizing judicially affirmed and treaty-reserved fishing rights and promoting state-tribal cooperative agreements in the management of salmon, trout, and steelhead resources.	candidate	unbatched
HB2588	house	1660827	2026-03-11	56	40	71.4	87		1		House Final Passage as Amended by the Senate	Concerning county ferry district authority.	Concerning county ferry district authority.	candidate	unbatched
HB2588	senate	1656639	2026-03-06	30	17	56.7	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning county ferry district authority.	Concerning county ferry district authority.	candidate	unbatched
HB2624	house	1661105	2026-03-11	59	37	62.7	87		1		House Final Passage as Amended by the Senate	Clarifying consumer protections regarding unsolicited real estate transactions for public purposes or by nonprofit land conservancies.	Clarifying consumer protections regarding unsolicited real estate transactions for public purposes or by nonprofit land conservancies.	candidate	unbatched
HB2624	senate	1655777	2026-03-05	30	18	60.0	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Clarifying consumer protections regarding unsolicited real estate transactions for public purposes or by nonprofit land conservancies.	Clarifying consumer protections regarding unsolicited real estate transactions for public purposes or by nonprofit land conservancies.	candidate	unbatched
HB2632	house	1634810	2026-02-16	58	39	67.2	87		0		House 3rd Reading & Final Passage	Modernizing terminology when referring to individuals who are not citizens or nationals of the United States.	Modernizing terminology when referring to individuals who are not citizens or nationals of the United States.	candidate	unbatched
HB2632	senate	1650997	2026-03-03	31	18	58.1	19		0		Senate 3rd Reading & Final Passage	Modernizing terminology when referring to individuals who are not citizens or nationals of the United States.	Modernizing terminology when referring to individuals who are not citizens or nationals of the United States.	candidate	unbatched
HB2681	house	1648376	2026-02-28	52	42	80.8	87		0		House 3rd Reading & Final Passage	Revised for engrossed: Concerning cannabis license fees.	Revised for engrossed: Concerning cannabis license fees.	candidate	unbatched
HB2681	senate	1660237	2026-03-11	29	20	69.0	19		0		Senate 3rd Reading & Final Passage	Revised for engrossed: Concerning cannabis license fees.	Revised for engrossed: Concerning cannabis license fees.	candidate	unbatched
HB2689	house	1661126	2026-03-11	51	45	88.2	87		1		House Final Passage as Amended by the Senate	Concerning the working connections child care program.	Concerning the working connections child care program.	candidate	unbatched
HB2689	senate	1660150	2026-03-11	33	16	48.5	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning the working connections child care program.	Concerning the working connections child care program.	candidate	unbatched
HB2711	house	1661120	2026-03-11	54	42	77.8	87		1		House Final Passage as Amended by the Senate	Concerning transportation resources.	Concerning transportation resources.	candidate	unbatched
HB2711	senate	1659879	2026-03-11	33	15	45.5	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning transportation resources.	Concerning transportation resources.	candidate	unbatched
SB5030	house	1543914	2025-04-10	62	33	53.2	87		0		House 3rd Reading & Final Passage	Improving access to educational services by reducing barriers to obtaining vital records and allowing alternative forms of documentation.	Improving access to educational services by reducing barriers to obtaining vital records and allowing alternative forms of documentation.	candidate	unbatched
SB5036	senate	1551961	2025-04-17	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Strengthening Washington's leadership and accountability on climate policy by transitioning to annual reporting of statewide emissions data.	Strengthening Washington's leadership and accountability on climate policy by transitioning to annual reporting of statewide emissions data.	candidate	unbatched
SB5040	house	1546742	2025-04-12	59	35	59.3	87		0		House 3rd Reading & Final Passage	Revised for 1st substitute: Expanding the definition of uniformed personnel to all law enforcement officers employed by a city, town, county, or gover	Revised for 1st substitute: Expanding the definition of uniformed personnel to all law enforcement officers employed by a city, town, county, or governing body of a municipal airport operating under the provisions of chapter 14.08 RCW.	candidate	unbatched
SB5040	senate	1499558	2025-02-25	31	18	58.1	19		0		Senate 3rd Reading & Final Passage	Revised for 1st substitute: Expanding the definition of uniformed personnel to all law enforcement officers employed by a city, town, county, or gover	Revised for 1st substitute: Expanding the definition of uniformed personnel to all law enforcement officers employed by a city, town, county, or governing body of a municipal airport operating under the provisions of chapter 14.08 RCW.	candidate	unbatched
SB5041	house	1558252	2025-04-25	51	45	88.2	87		1		House Final Passage as Recommended by the Conference Committee	Concerning unemployment insurance benefits for striking or lockout workers.	Concerning unemployment insurance benefits for striking or lockout workers.	candidate	unbatched
SB5041	senate	1558618	2025-04-25	27	21	77.8	19		1		Senate Final Passage as Recommended by Conference Committee	Concerning unemployment insurance benefits for striking or lockout workers.	Concerning unemployment insurance benefits for striking or lockout workers.	candidate	unbatched
SB5065	house	1543214	2025-04-09	65	32	49.2	87		0		House 3rd Reading & Final Passage	Prohibiting the use of certain animals in traveling animal acts.	Prohibiting the use of certain animals in traveling animal acts.	candidate	unbatched
SB5065	senate	1484290	2025-02-07	30	19	63.3	19		0		Senate 3rd Reading & Final Passage	Prohibiting the use of certain animals in traveling animal acts.	Prohibiting the use of certain animals in traveling animal acts.	candidate	unbatched
SB5068	house	1656302	2026-03-06	62	33	53.2	87		0		House Final Passage as Amended by the House	Concerning agencies, firefighters, prosecutors, and general or limited authority law enforcement, extending eligibility for employment to all United S	Concerning agencies, firefighters, prosecutors, and general or limited authority law enforcement, extending eligibility for employment to all United States citizens or persons legally authorized to work in the United States under federal law.	candidate	unbatched
SB5068	senate	1657124	2026-03-09	28	19	67.9	19		2		Senate Final Passage as Amended by the House	Concerning agencies, firefighters, prosecutors, and general or limited authority law enforcement, extending eligibility for employment to all United S	Concerning agencies, firefighters, prosecutors, and general or limited authority law enforcement, extending eligibility for employment to all United States citizens or persons legally authorized to work in the United States under federal law.	candidate	unbatched
SB5077	house	1546514	2025-04-11	59	37	62.7	87		0		House Final Passage as Amended by the House	Concerning expansion of voter registration services by government agencies.	Concerning expansion of voter registration services by government agencies.	candidate	unbatched
SB5077	senate	1551460	2025-04-17	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Concerning expansion of voter registration services by government agencies.	Concerning expansion of voter registration services by government agencies.	candidate	unbatched
SB5083	house	1553729	2025-04-22	57	39	68.4	87		0		House Final Passage as Amended by the House	Ensuring access to primary care, behavioral health, and affordable hospital services.	Ensuring access to primary care, behavioral health, and affordable hospital services.	candidate	unbatched
SB5083	senate	1557398	2025-04-24	29	19	65.5	19		1		Senate Final Passage as Amended by the House	Ensuring access to primary care, behavioral health, and affordable hospital services.	Ensuring access to primary care, behavioral health, and affordable hospital services.	candidate	unbatched
SB5093	house	1542322	2025-04-09	58	39	67.2	87		0		House Final Passage as Amended by the House	Concerning dignity in pregnancy loss.	Concerning dignity in pregnancy loss.	candidate	unbatched
SB5093	senate	1551396	2025-04-17	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Concerning dignity in pregnancy loss.	Concerning dignity in pregnancy loss.	candidate	unbatched
SB5101	house	1549473	2025-04-15	59	38	64.4	87		0		House 3rd Reading & Final Passage	Expanding access to leave and safety accommodations to include workers who are victims of hate crimes or bias incidents.	Expanding access to leave and safety accommodations to include workers who are victims of hate crimes or bias incidents.	candidate	unbatched
SB5102	house	1546332	2025-04-11	74	21	28.4	87		0		House 3rd Reading & Final Passage	Establishing a public records exemption for the proprietary information of public risk pools.	Establishing a public records exemption for the proprietary information of public risk pools.	candidate	unbatched
SB5104	house	1547769	2025-04-14	59	38	64.4	87		0		House 3rd Reading & Final Passage	Protecting employees from coercion in the workplace based on immigration status.	Protecting employees from coercion in the workplace based on immigration status.	candidate	unbatched
SB5106	house	1531555	2025-03-31	68	29	42.6	87		0		House 3rd Reading & Final Passage	Revised for 1st substitute: Celebrating Eid al-Fitr and Eid al-Adha.	Revised for 1st substitute: Celebrating Eid al-Fitr and Eid al-Adha.	candidate	unbatched
SB5122	house	1528077	2025-03-26	59	39	66.1	87		0		House 3rd Reading & Final Passage	Enacting the uniform antitrust premerger notification act.	Enacting the uniform antitrust premerger notification act.	candidate	unbatched
SB5122	senate	1482772	2025-02-05	30	19	63.3	19		0		Senate 3rd Reading & Final Passage	Enacting the uniform antitrust premerger notification act.	Enacting the uniform antitrust premerger notification act.	candidate	unbatched
SB5127	house	1549303	2025-04-15	76	21	27.6	87		0		House Final Passage as Amended by the House	Creating additional requirements for collector vehicle and horseless carriage license plates to improve compliance and public safety.	Creating additional requirements for collector vehicle and horseless carriage license plates to improve compliance and public safety.	candidate	unbatched
SB5127	senate	1554737	2025-04-22	33	15	45.5	19		1		Senate Final Passage as Amended by the House	Creating additional requirements for collector vehicle and horseless carriage license plates to improve compliance and public safety.	Creating additional requirements for collector vehicle and horseless carriage license plates to improve compliance and public safety.	candidate	unbatched
SB5138	house	1546751	2025-04-12	62	32	51.6	87		0		House Final Passage as Amended by the House	Concerning public facilities districts.	Concerning public facilities districts.	candidate	unbatched
SB5138	senate	1551879	2025-04-17	31	18	58.1	19		1		Senate Final Passage as Amended by the House	Concerning public facilities districts.	Concerning public facilities districts.	candidate	unbatched
SB5139	house	1543936	2025-04-10	58	37	63.8	87		0		House Final Passage as Amended by the House	Concerning reentry council.	Concerning reentry council.	candidate	unbatched
SB5139	senate	1551960	2025-04-17	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Concerning reentry council.	Concerning reentry council.	candidate	unbatched
SB5143	house	1556270	2025-04-23	58	39	67.2	87		2		House Final Passage as Amended by the House	Concerning the ethics in public service act.	Concerning the ethics in public service act.	candidate	unbatched
SB5161	senate	1558726	2025-04-27	34	13	38.2	19		1	yes	Senate Final Passage as Recommended by Conference Committee	Revised for 1st substitute: Addressing transportation fiscal matters.	Revised for 1st substitute: Addressing transportation fiscal matters.	candidate	unbatched
SB5167	house	1558691	2025-04-27	52	45	86.5	87		1	yes	House Final Passage as Recommended by the Conference Committee	Revised for 1st substitute: Making 2025-2027 fiscal biennium operating appropriations and 2023-2025 fiscal biennium second supplemental operating appr	Revised for 1st substitute: Making 2025-2027 fiscal biennium operating appropriations and 2023-2025 fiscal biennium second supplemental operating appropriations.	candidate	unbatched
SB5167	senate	1558692	2025-04-27	28	19	67.9	19		1	yes	Senate Final Passage as Recommended by Conference Committee	Revised for 1st substitute: Making 2025-2027 fiscal biennium operating appropriations and 2023-2025 fiscal biennium second supplemental operating appr	Revised for 1st substitute: Making 2025-2027 fiscal biennium operating appropriations and 2023-2025 fiscal biennium second supplemental operating appropriations.	candidate	unbatched
SB5175	house	1543823	2025-04-10	58	37	63.8	87		0		House 3rd Reading & Final Passage	Concerning the photovoltaic module stewardship and takeback program.	Concerning the photovoltaic module stewardship and takeback program.	candidate	unbatched
SB5184	house	1546391	2025-04-11	64	31	48.4	87		0		House Final Passage as Amended by the House	Concerning minimum parking requirements.	Concerning minimum parking requirements.	candidate	unbatched
SB5184	senate	1551575	2025-04-17	36	13	36.1	19		1		Senate Final Passage as Amended by the House	Concerning minimum parking requirements.	Concerning minimum parking requirements.	candidate	unbatched
SB5189	house	1549114	2025-04-15	63	33	52.4	87		0		House Final Passage as Amended by the House	Supporting the implementation of competency-based education.	Supporting the implementation of competency-based education.	candidate	unbatched
SB5199	house	1546360	2025-04-11	57	38	66.7	87		0		House 3rd Reading & Final Passage	Providing compensation to members of the department of children, youth, and families oversight board with direct lived experience.	Providing compensation to members of the department of children, youth, and families oversight board with direct lived experience.	candidate	unbatched
SB5202	house	1543025	2025-04-09	59	39	66.1	87		0		House 3rd Reading & Final Passage	Ensuring the efficacy of judicial orders as harm reduction tools that increase the safety of survivors of abuse and support law enforcement in their e	Ensuring the efficacy of judicial orders as harm reduction tools that increase the safety of survivors of abuse and support law enforcement in their efforts to enforce the law.	candidate	unbatched
SB5202	senate	1487864	2025-02-12	36	13	36.1	19		0		Senate 3rd Reading & Final Passage	Ensuring the efficacy of judicial orders as harm reduction tools that increase the safety of survivors of abuse and support law enforcement in their e	Ensuring the efficacy of judicial orders as harm reduction tools that increase the safety of survivors of abuse and support law enforcement in their efforts to enforce the law.	candidate	unbatched
SB5206	house	1549845	2025-04-16	72	23	31.9	87		0		House Final Passage as Amended by the House	Concerning cannabis retailer advertising.	Concerning cannabis retailer advertising.	candidate	unbatched
SB5206	senate	1552327	2025-04-18	38	10	26.3	19		1		Senate Final Passage as Amended by the House	Concerning cannabis retailer advertising.	Concerning cannabis retailer advertising.	candidate	unbatched
SB5209	house	1531203	2025-03-31	58	39	67.2	87		0		House 3rd Reading & Final Passage	Explicitly listing the department of labor and industries in the definition of limited authority Washington law enforcement agency while not granting	Explicitly listing the department of labor and industries in the definition of limited authority Washington law enforcement agency while not granting new enforcement authority.	candidate	unbatched
SB5217	house	1546992	2025-04-14	71	25	35.2	87		0		House Final Passage as Amended by the House	Expanding pregnancy-related accommodations.	Expanding pregnancy-related accommodations.	candidate	unbatched
SB5219	house	1546500	2025-04-11	54	42	77.8	87		0		House Final Passage as Amended by the House	Concerning partial confinement eligibility and alignment.	Concerning partial confinement eligibility and alignment.	candidate	unbatched
SB5219	senate	1552227	2025-04-18	28	20	71.4	19		1		Senate Final Passage as Amended by the House	Concerning partial confinement eligibility and alignment.	Concerning partial confinement eligibility and alignment.	candidate	unbatched
SB5232	house	1547909	2025-04-14	59	38	64.4	87		0	yes	House Final Passage as Amended by the House	Revised for 1st substitute: Supporting economic security by updating provisions related to the home security fund and the essential needs and housing	Revised for 1st substitute: Supporting economic security by updating provisions related to the home security fund and the essential needs and housing support program.	candidate	unbatched
SB5232	senate	1552214	2025-04-18	30	18	60.0	19		1	yes	Senate Final Passage as Amended by the House	Revised for 1st substitute: Supporting economic security by updating provisions related to the home security fund and the essential needs and housing	Revised for 1st substitute: Supporting economic security by updating provisions related to the home security fund and the essential needs and housing support program.	candidate	unbatched
SB5284	house	1548059	2025-04-14	51	45	88.2	87		0		House Final Passage as Amended by the House	Improving Washington's solid waste management outcomes.	Improving Washington's solid waste management outcomes.	candidate	unbatched
SB5284	senate	1555836	2025-04-23	27	21	77.8	19		1		Senate Final Passage as Amended by the House	Improving Washington's solid waste management outcomes.	Improving Washington's solid waste management outcomes.	candidate	unbatched
SB5291	senate	1554385	2025-04-22	35	13	37.1	19		1		Senate Final Passage as Amended by the House	Implementing the recommendations of the long-term services and supports trust commission.	Implementing the recommendations of the long-term services and supports trust commission.	candidate	unbatched
SB5313	house	1548624	2025-04-15	58	38	65.5	87		0		House Final Passage as Amended by the House	Adding to the list of provisions prohibited from rental agreements.	Adding to the list of provisions prohibited from rental agreements.	candidate	unbatched
SB5313	senate	1552208	2025-04-18	36	13	36.1	19		1		Senate Final Passage as Amended by the House	Adding to the list of provisions prohibited from rental agreements.	Adding to the list of provisions prohibited from rental agreements.	candidate	unbatched
SB5314	house	1546335	2025-04-11	59	37	62.7	87		0		House Final Passage as Amended by the House	Modifying the capital gains tax.	Modifying the capital gains tax.	candidate	unbatched
SB5314	senate	1552336	2025-04-18	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Modifying the capital gains tax.	Modifying the capital gains tax.	candidate	unbatched
SB5319	house	1550579	2025-04-16	60	37	61.7	87		0		House Final Passage as Amended by the House	Establishing surface mine reclamation permit fees.	Establishing surface mine reclamation permit fees.	candidate	unbatched
SB5319	senate	1555352	2025-04-23	27	20	74.1	19		1		Senate Final Passage as Amended by the House	Establishing surface mine reclamation permit fees.	Establishing surface mine reclamation permit fees.	candidate	unbatched
SB5346	house	1653635	2026-03-04	63	34	54.0	87		0		House Final Passage as Amended by the House	Revised for 1st substitute: Addressing student use of mobile devices in public schools.	Revised for 1st substitute: Addressing student use of mobile devices in public schools.	candidate	unbatched
SB5357	senate	1557210	2025-04-24	29	19	65.5	19		1		Senate Final Passage as Amended by the House	Concerning actuarial funding of pension systems.	Concerning actuarial funding of pension systems.	candidate	unbatched
SB5375	house	1546499	2025-04-11	64	31	48.4	87		0		House 3rd Reading & Final Passage	Concerning the duty of clergy to report child abuse and neglect.	Concerning the duty of clergy to report child abuse and neglect.	candidate	unbatched
SB5375	senate	1502646	2025-02-28	28	20	71.4	19		0		Senate 3rd Reading & Final Passage	Concerning the duty of clergy to report child abuse and neglect.	Concerning the duty of clergy to report child abuse and neglect.	candidate	unbatched
SB5388	house	1546498	2025-04-11	73	21	28.8	87		0		House Final Passage as Amended by the House	Concerning department of corrections behavioral health certification.	Concerning department of corrections behavioral health certification.	candidate	unbatched
SB5390	house	1554150	2025-04-22	52	46	88.5	87		0	yes	House Final Passage as Amended by the House	Revised for engrossed: Concerning access to recreation sites or lands.	Revised for engrossed: Concerning access to recreation sites or lands.	candidate	unbatched
SB5390	senate	1557084	2025-04-24	27	21	77.8	19		1	yes	Senate Final Passage as Amended by the House	Revised for engrossed: Concerning access to recreation sites or lands.	Revised for engrossed: Concerning access to recreation sites or lands.	candidate	unbatched
SB5393	house	1558650	2025-04-26	76	22	28.9	87		0		House Final Passage as Amended by the House	Revised for 1st substitute: Closing the Rainier school by June 30, 2027.	Revised for 1st substitute: Closing the Rainier school by June 30, 2027.	candidate	unbatched
SB5393	senate	1558697	2025-04-27	33	13	39.4	19		1		Senate Final Passage as Amended by the House	Revised for 1st substitute: Closing the Rainier school by June 30, 2027.	Revised for 1st substitute: Closing the Rainier school by June 30, 2027.	candidate	unbatched
SB5403	house	1546455	2025-04-11	57	37	64.9	87		0		House Final Passage as Amended by the House	Revised for engrossed: Limiting financial interest agreements for licensed cannabis retailers.	Revised for engrossed: Limiting financial interest agreements for licensed cannabis retailers.	candidate	unbatched
SB5412	house	1547847	2025-04-14	60	36	60.0	87		0		House Final Passage as Amended by the House	Providing temporary interfund loans for school districts.	Providing temporary interfund loans for school districts.	candidate	unbatched
SB5412	senate	1551921	2025-04-17	29	20	69.0	19		1		Senate Final Passage as Amended by the House	Providing temporary interfund loans for school districts.	Providing temporary interfund loans for school districts.	candidate	unbatched
SB5414	house	1542660	2025-04-09	59	39	66.1	87		0		House 3rd Reading & Final Passage	Requiring social equity impact analysis in performance audits and legislative public hearings thereon.	Requiring social equity impact analysis in performance audits and legislative public hearings thereon.	candidate	unbatched
SB5414	senate	1505540	2025-03-04	30	19	63.3	19		0		Senate 3rd Reading & Final Passage	Requiring social equity impact analysis in performance audits and legislative public hearings thereon.	Requiring social equity impact analysis in performance audits and legislative public hearings thereon.	candidate	unbatched
SB5459	senate	1503823	2025-03-03	30	19	63.3	19		0		Senate 3rd Reading & Final Passage	Concerning call center retention.	Concerning call center retention.	candidate	unbatched
SB5463	house	1546397	2025-04-11	64	32	50.0	87		0		House Final Passage as Amended by the House	Concerning the duties of industrial insurance self-insured employers and third-party administrators.	Concerning the duties of industrial insurance self-insured employers and third-party administrators.	candidate	unbatched
SB5463	senate	1553681	2025-04-22	28	20	71.4	19		1		Senate Final Passage as Amended by the House	Concerning the duties of industrial insurance self-insured employers and third-party administrators.	Concerning the duties of industrial insurance self-insured employers and third-party administrators.	candidate	unbatched
SB5480	house	1543189	2025-04-09	59	38	64.4	87		0		House 3rd Reading & Final Passage	Protecting consumers by removing barriers created by medical debt.	Protecting consumers by removing barriers created by medical debt.	candidate	unbatched
SB5480	senate	1500199	2025-02-26	35	12	34.3	19		0		Senate 3rd Reading & Final Passage	Protecting consumers by removing barriers created by medical debt.	Protecting consumers by removing barriers created by medical debt.	candidate	unbatched
SB5486	senate	1554846	2025-04-22	34	14	41.2	19		1		Senate Final Passage as Amended by the House	Concerning open motion picture captioning in motion picture theaters.	Concerning open motion picture captioning in motion picture theaters.	candidate	unbatched
SB5494	house	1545855	2025-04-11	63	33	52.4	87		0		House 3rd Reading & Final Passage	Protecting Washington communities from lead-based paint.	Protecting Washington communities from lead-based paint.	candidate	unbatched
SB5494	senate	1508793	2025-03-07	31	18	58.1	19		0		Senate 3rd Reading & Final Passage	Protecting Washington communities from lead-based paint.	Protecting Washington communities from lead-based paint.	candidate	unbatched
SB5501	house	1542140	2025-04-09	61	36	59.0	87		0		House 3rd Reading & Final Passage	Concerning employer requirements for driving.	Concerning employer requirements for driving.	candidate	unbatched
SB5501	senate	1499894	2025-02-26	33	15	45.5	19		0		Senate 3rd Reading & Final Passage	Concerning employer requirements for driving.	Concerning employer requirements for driving.	candidate	unbatched
SB5503	house	1549327	2025-04-15	59	36	61.0	87		0		House Final Passage as Amended by the House	Concerning public employee collective bargaining processes.	Concerning public employee collective bargaining processes.	candidate	unbatched
SB5503	senate	1554473	2025-04-22	30	18	60.0	19		1		Senate Final Passage as Amended by the House	Concerning public employee collective bargaining processes.	Concerning public employee collective bargaining processes.	candidate	unbatched
SB5520	house	1656447	2026-03-06	72	23	31.9	87		0		House Final Passage as Amended by the House	Concerning the wrongly convicted persons act.	Concerning the wrongly convicted persons act.	candidate	unbatched
SB5520	senate	1657670	2026-03-09	31	18	58.1	19		1		Senate Final Passage as Amended by the House	Concerning the wrongly convicted persons act.	Concerning the wrongly convicted persons act.	candidate	unbatched
SB5525	house	1543166	2025-04-09	59	38	64.4	87		0		House Final Passage as Amended by the House	Concerning employment loss due to businesses closing or mass layoffs.	Concerning employment loss due to businesses closing or mass layoffs.	candidate	unbatched
SB5525	senate	1554768	2025-04-22	29	19	65.5	19		1		Senate Final Passage as Amended by the House	Concerning employment loss due to businesses closing or mass layoffs.	Concerning employment loss due to businesses closing or mass layoffs.	candidate	unbatched
SB5528	house	1544585	2025-04-10	62	34	54.8	87		0		House Final Passage as Amended by the House	Concerning the installation of transportation electrification infrastructure.	Concerning the installation of transportation electrification infrastructure.	candidate	unbatched
SB5528	senate	1551678	2025-04-17	30	19	63.3	19		1		Senate Final Passage as Amended by the House	Concerning the installation of transportation electrification infrastructure.	Concerning the installation of transportation electrification infrastructure.	candidate	unbatched
SB5557	senate	1506467	2025-03-05	30	19	63.3	19		0		Senate 3rd Reading & Final Passage	Codifying emergency rules to protect the right of a pregnant person to access treatment for emergency medical conditions in hospital emergency departm	Codifying emergency rules to protect the right of a pregnant person to access treatment for emergency medical conditions in hospital emergency departments.	candidate	unbatched
SB5568	house	1549232	2025-04-15	59	38	64.4	87		0		House Final Passage as Amended by the House	Updating and modernizing the Washington state health plan.	Updating and modernizing the Washington state health plan.	candidate	unbatched
SB5568	senate	1555671	2025-04-23	34	13	38.2	19		1		Senate Final Passage as Amended by the House	Updating and modernizing the Washington state health plan.	Updating and modernizing the Washington state health plan.	candidate	unbatched
SB5571	house	1556258	2025-04-23	64	33	51.6	87		1		House Final Passage as Amended by the House	Regulating exterior cladding materials.	Regulating exterior cladding materials.	candidate	unbatched
SB5571	senate	1557424	2025-04-24	33	15	45.5	19		1		Senate Final Passage as Amended by the House	Regulating exterior cladding materials.	Regulating exterior cladding materials.	candidate	unbatched
SB5583	house	1555825	2025-04-23	51	46	90.2	87		0		House 3rd Reading & Final Passage	Concerning recreational fishing and hunting licenses.	Concerning recreational fishing and hunting licenses.	candidate	unbatched
SB5583	senate	1527634	2025-03-26	25	24	96.0	19		0		Senate 3rd Reading & Final Passage	Concerning recreational fishing and hunting licenses.	Concerning recreational fishing and hunting licenses.	candidate	unbatched
SB5595	house	1545998	2025-04-11	64	32	50.0	87		0		House Final Passage as Amended by the House	Establishing shared streets.	Establishing shared streets.	candidate	unbatched
SB5595	senate	1551655	2025-04-17	31	18	58.1	19		1		Senate Final Passage as Amended by the House	Establishing shared streets.	Establishing shared streets.	candidate	unbatched
SB5632	house	1546684	2025-04-12	58	36	62.1	87		0		House 3rd Reading & Final Passage	Protecting the confidentiality of records and information that may be relevant to another state's enforcement of its laws.	Protecting the confidentiality of records and information that may be relevant to another state's enforcement of its laws.	candidate	unbatched
SB5632	senate	1504784	2025-03-04	30	19	63.3	19		0		Senate 3rd Reading & Final Passage	Protecting the confidentiality of records and information that may be relevant to another state's enforcement of its laws.	Protecting the confidentiality of records and information that may be relevant to another state's enforcement of its laws.	candidate	unbatched
SB5651	house	1545127	2025-04-10	61	34	55.7	87		0		House Final Passage as Amended by the House	Revised for 2nd substitute: Concerning exemptions from garnishment.	Revised for 2nd substitute: Concerning exemptions from garnishment.	candidate	unbatched
SB5651	senate	1553647	2025-04-22	33	15	45.5	19		1		Senate Final Passage as Amended by the House	Revised for 2nd substitute: Concerning exemptions from garnishment.	Revised for 2nd substitute: Concerning exemptions from garnishment.	candidate	unbatched
SB5662	house	1543144	2025-04-09	64	33	51.6	87		0		House Final Passage as Amended by the House	Concerning the waiver of municipal utility connection charges for certain properties.	Concerning the waiver of municipal utility connection charges for certain properties.	candidate	unbatched
SB5677	senate	1552671	2025-04-21	38	10	26.3	19		1		Senate Final Passage as Amended by the House	Concerning associate development organizations.	Concerning associate development organizations.	candidate	unbatched
SB5686	house	1556299	2025-04-23	56	41	73.2	87		0		House Final Passage as Amended by the House	Expanding and funding the foreclosure mediation program.	Expanding and funding the foreclosure mediation program.	candidate	unbatched
SB5686	senate	1557663	2025-04-24	27	19	70.4	19		1		Senate Final Passage as Amended by the House	Expanding and funding the foreclosure mediation program.	Expanding and funding the foreclosure mediation program.	candidate	unbatched
SB5691	house	1546202	2025-04-11	72	23	31.9	87		0		House Final Passage as Amended by the House	Adopting the department of social and health services report recommendations addressing a regulatory oversight plan for continuing care retirement com	Adopting the department of social and health services report recommendations addressing a regulatory oversight plan for continuing care retirement communities.	candidate	unbatched
SB5702	house	1548931	2025-04-15	69	28	40.6	87		0		House 3rd Reading & Final Passage	Streamlining the toll rate setting process at the transportation commission.	Streamlining the toll rate setting process at the transportation commission.	candidate	unbatched
SB5714	house	1544915	2025-04-10	58	37	63.8	87		0		House 3rd Reading & Final Passage	Declaring civil immigration enforcement as unprofessional conduct of bail bond recovery agents.	Declaring civil immigration enforcement as unprofessional conduct of bail bond recovery agents.	candidate	unbatched
SB5745	house	1546465	2025-04-11	59	37	62.7	87		0		House 3rd Reading & Final Passage	Revised for 2nd substitute: Concerning legal representation under the involuntary treatment act.	Revised for 2nd substitute: Concerning legal representation under the involuntary treatment act.	candidate	unbatched
SB5752	senate	1557896	2025-04-24	34	14	41.2	19		1		Senate Final Passage as Amended by the House	Modifying child care and early childhood development programs.	Modifying child care and early childhood development programs.	candidate	unbatched
SB5785	house	1557887	2025-04-24	55	43	78.2	87		0		House Final Passage as Amended by the House	Revised for 1st substitute: Amending the Washington college grant and college bound scholarship.	Revised for 1st substitute: Amending the Washington college grant and college bound scholarship.	candidate	unbatched
SB5785	senate	1558419	2025-04-25	28	20	71.4	19		1		Senate Final Passage as Amended by the House	Revised for 1st substitute: Amending the Washington college grant and college bound scholarship.	Revised for 1st substitute: Amending the Washington college grant and college bound scholarship.	candidate	unbatched
SB5786	house	1557365	2025-04-24	51	47	92.2	87		0		House Final Passage as Amended by the House	Increasing license, permit, and endorsement fees.	Increasing license, permit, and endorsement fees.	candidate	unbatched
SB5786	senate	1558186	2025-04-25	25	23	92.0	19		1		Senate Final Passage as Amended by the House	Increasing license, permit, and endorsement fees.	Increasing license, permit, and endorsement fees.	candidate	unbatched
SB5790	senate	1552363	2025-04-19	37	10	27.0	19		0		Senate 3rd Reading & Final Passage	Concerning cost-of-living adjustments for community and technical college employees.	Concerning cost-of-living adjustments for community and technical college employees.	candidate	unbatched
SB5794	house	1556353	2025-04-23	53	45	84.9	87		0	yes	House Final Passage as Amended by the House	Adopting recommendations from the tax preference performance review process, eliminating obsolete tax preferences, clarifying legislative intent, and	Adopting recommendations from the tax preference performance review process, eliminating obsolete tax preferences, clarifying legislative intent, and addressing changes in constitutional law.	candidate	unbatched
SB5794	senate	1557246	2025-04-24	26	22	84.6	19		1	yes	Senate Final Passage as Amended by the House	Adopting recommendations from the tax preference performance review process, eliminating obsolete tax preferences, clarifying legislative intent, and	Adopting recommendations from the tax preference performance review process, eliminating obsolete tax preferences, clarifying legislative intent, and addressing changes in constitutional law.	candidate	unbatched
