bill	bill_id	title	divided_rolls	all_rolls	tallies	status_date	last_action	sasts	disposition	reason
S06267	1994874	Extends the authorization of the county of Delaware to impose an additional one percent of sales and compensating use taxes.	1	2	S 2025-05-27 51-8 roll1591986; A 2025-06-17 105-29 roll1592346 DIV	2025-08-07		A06820	excluded:local	applies to one named locality; outside the campaign gate
S06386	2005847	Extends the authority of Oneida county to impose additional rates of sales and compensating use taxes and to allocate and distribute a portion of net collections from such additional rates.	1	2	S 2025-05-27 51-8 roll1584882; A 2025-06-04 108-36 roll1585345 DIV	2025-08-07		A07334	excluded:local	applies to one named locality; outside the campaign gate
S06693	2011153	Modernizes the practice of podiatry specifically relating to ankle surgery.	1	2	S 2025-06-12 47-12 roll1590514 DIV; A 2025-06-17 131-4 roll1592296	2025-12-12		A04613	candidate:batch-03	passed the title screen, not yet read
S06757	2012973	Clarifies that certain provisions related to statewide opioid settlement agreements shall cover settlements and releases related to any entities involved in the prescription drug marketing, supply and payment chain that	1	2	S 2025-06-05 44-16 roll1585866 DIV; A 2025-06-16 144-0 roll1592411	2025-09-26		A08459	candidate:batch-03	passed the title screen, not yet read
S06834	2013939	Authorizes an occupancy tax in the city of Oneonta not to exceed 6%.	1	2	S 2026-05-28 49-11 roll1702895; A 2026-06-05 96-35 roll1706867 DIV	2026-08-21		A07960	excluded:local	applies to one named locality; outside the campaign gate
S06843	2014167	Extends the authority of the county of Nassau to impose hotel and motel taxes; extends the expiration of certain provisions relating to a surcharge on tickets to places of entertainment in such county, a charge for copyi	1	2	S 2025-05-27 51-8 roll1591945; A 2025-06-17 106-28 roll1592702 DIV	2025-08-07		A06344	excluded:local	applies to one named locality; outside the campaign gate
S06859	2014044	Makes a technical change to the tax law; extends the authorization of the village of Nyack to impose an occupancy tax.	1	2	S 2025-05-27 48-11 roll1590874; A 2025-06-13 104-29 roll1591285 DIV	2025-08-07		A07323	excluded:local	applies to one named locality; outside the campaign gate
S06927	2015683	Makes a technical change to the tax law; authorizes the imposition of an occupancy tax in the city of Newburgh, in relation of the effectiveness thereof.	1	2	S 2025-05-27 51-8 roll1587061; A 2025-06-09 110-34 roll1587401 DIV	2025-06-26		A07320	excluded:local	applies to one named locality; outside the campaign gate
S06997	2016245	Relates to enforcement of pole attachment safety and quality and utility pole and attachment identification.	1	2	S 2025-06-06 50-3 roll1586190; A 2025-06-17 111-31 roll1592516 DIV	2025-12-19		A07544	candidate:batch-03	passed the title screen, not yet read
S07198	2019957	Relates to the imposition of sales and compensating use taxes by the county of Albany; extends authorization for such tax until 11/30/2027.	1	2	S 2025-05-27 51-8 roll1581344; A 2025-05-29 105-40 roll1582044 DIV	2025-08-07		A07797	excluded:local	applies to one named locality; outside the campaign gate
S07403	2023956	Extends the authorization of the county of Oswego to impose an additional one percent of sales and compensating use taxes.	1	2	S 2025-05-27 51-8 roll1584582; A 2025-06-17 106-28 roll1592650 DIV	2025-08-07		A05621	excluded:local	applies to one named locality; outside the campaign gate
S07422	2024032	Authorizes additional traffic-control signal photo violation-monitoring devices at no more than one intersection located on the Saw Mill River parkway within the village of Pleasantville, county of Westchester, upon appr	1	2	S 2025-06-09 57-5 roll1586983; A 2025-06-11 115-31 roll1589386 DIV	2025-10-27		A08029	excluded:local	applies to one named locality; outside the campaign gate
S07525	2025321	Extends the authorization to impose a county recording tax on obligations secured by a mortgage on real property in Albany County.	1	3	S 2025-05-27 51-8 roll1580419; S 2025-06-05 52-8 roll1585669; A 2025-06-13 105-28 roll1591062 DIV	2025-08-07		A08114	excluded:local	applies to one named locality; outside the campaign gate
S07542	2025564	Extends the authority of the village of Medina to impose an occupancy tax.	1	2	S 2025-06-09 54-8 roll1587077; A 2025-06-18 106-28 roll1592294 DIV	2025-08-07		A08079	excluded:local	applies to one named locality; outside the campaign gate
S07624	2026049	Extends provisions relating to the imposition of an occupancy tax on the village of Mount Kisco until September 1, 2027.	1	2	S 2025-05-27 51-8 roll1586933; A 2025-06-09 111-33 roll1587264 DIV	2025-08-07		A08077	excluded:local	applies to one named locality; outside the campaign gate
S07649	2026544	Extends the authorization of the city of Oswego to impose an additional one percent of sales and compensating use taxes.	1	2	S 2025-06-09 53-9 roll1586957; A 2025-06-18 107-27 roll1592254 DIV	2025-08-07		A08072	excluded:local	applies to one named locality; outside the campaign gate
S07678	2026999	Establishes a school speed zone camera demonstration program in the city of White Plains; repeals authorization of program December 31, 2030.	1	2	S 2025-06-11 57-2 roll1589064; A 2025-06-16 114-30 roll1592541 DIV	2025-10-27		A08166	excluded:local	applies to one named locality; outside the campaign gate
S07966	2031506	"Authorizes the village of Atlantic Beach, county of Nassau to impose a three percent hotel, motel and beach club tax; defines ""beach club"" as a facility formed, organized or operated by any person, firm or corporation, l"	1	2	S 2026-05-28 49-11 roll1703655; A 2026-06-05 98-34 roll1706868 DIV	2026-08-21		A05456	excluded:local	applies to one named locality; outside the campaign gate
S07980	2031456	Relates to the determination of adjusted base proportions in special assessing units which are cities for fiscal year 2026.	1	2	S 2025-06-11 42-17 roll1589347 DIV; A 2025-06-13 132-1 roll1591054	2025-10-27		A08629	candidate:batch-03	passed the title screen, not yet read
S08161	2032089	Authorizes Yeshivas Nachlas Sofrim to receive retroactive real property tax exempt status.	1	2	S 2025-06-12 47-12 roll1590395 DIV; A 2025-06-17 141-0 roll1592357	2025-10-16		A08566	candidate:batch-03	passed the title screen, not yet read
S08235	2033875	Increases the bonding authority of the New York city housing development corporation from nineteen billion dollars to twenty billion dollars.	1	2	A 2025-06-10 101-45 roll1588963 DIV; S 2025-06-10 53-5 roll1588148	2025-08-26		A08663	excluded:appropriations	budget or bonding measure; no area carries an honest direction on a spending bill
S08311	2034709	Relates to succession rights for tenants of New York city housing authority properties.	1	2	S 2025-06-12 45-14 roll1590406 DIV; A 2025-06-16 142-2 roll1592384	2025-10-16		A08412	batch-02	imported
S08321	2035055	Extends the authorization to have an occupancy tax in the town of Putnam Valley, in the county of Putnam.	1	2	S 2025-06-11 51-8 roll1589947; A 2025-06-18 106-28 roll1592444 DIV	2025-08-07		A08777	excluded:local	applies to one named locality; outside the campaign gate
S08338	2035254	Clarifies the standard for when a practice has a discriminatory effect; provides that an unlawful discriminatory practice may be established by such practice's discriminatory effect, even if such practice was not motivat	1	2	S 2025-06-09 59-3 roll1587119; A 2025-06-16 98-46 roll1592507 DIV	2025-12-19		A08699	dropped:twin	Chapter amendment to A 4040, which this batch imports. Importing both would give every member two records making nearly the same claim.
S08420	2036417	Requires advertisements to disclose the use of a synthetic performer; imposes a $1,000 civil penalty for a first violation and a $5,000 penalty for any subsequent violation.	1	2	S 2025-06-13 59-0 roll1590368; A 2025-06-17 92-49 roll1592494 DIV	2025-12-11		A08887	batch-02	imported
S08763	2068778	Requires that following the acquittal after trial or the sentencing of any defendant for a felony, the district attorney, or their designee, shall provide by mail, electronically, or by any other reasonable and secure me	1	2	S 2026-01-21 56-0 roll1615450; A 2026-02-03 98-43 roll1623045 DIV	2026-02-13		A09493	candidate:batch-03	passed the title screen, not yet read
S08778	2068689	Requires name and contact information to be provided in certain calls made to the statewide central register of child abuse and maltreatment.	1	2	S 2026-01-28 57-2 roll1619863; A 2026-01-29 98-36 roll1619864 DIV	2026-02-13		A09481	candidate:batch-03	passed the title screen, not yet read
S08786	2068614	Provides that a rental vehicle company or peer-to-peer car sharing program administrator may act as an agent for an authorized insurer with respect to accident and health insurance that provides coverage to shared vehicl	1	2	S 2026-01-28 58-1 roll1619347; A 2026-02-10 101-42 roll1629596 DIV	2026-02-13		A09508	candidate:batch-03	passed the title screen, not yet read
S08830	2068740	Relates to actions for claims arising out of coerced debts; limits certain actions; established a right of action against person who causes another to incur coerced debt.	1	2	S 2026-03-05 51-8 roll1654955; A 2026-03-10 95-48 roll1659810 DIV	2026-03-18		A09460	candidate:batch-03	passed the title screen, not yet read
S08832	2068632	Relates to rechargeable battery recycling.	1	2	S 2026-01-21 51-5 roll1615447; A 2026-02-10 97-46 roll1629384 DIV	2026-02-13		A09504	candidate:batch-03	passed the title screen, not yet read
S08836	2068555	Provides that the assignment, transfer, or modification of leases for exploration, development, and production of gas or oil in state forests, reforestation areas and wildlife management areas shall not allow expansion o	1	2	S 2026-02-04 58-4 roll1624247; A 2026-03-10 93-50 roll1659730 DIV	2026-03-27		A09511	candidate:batch-03	passed the title screen, not yet read
S09002	2088699	Makes appropriations for the support of government - State Debt Budget.	1	2	S 2026-03-26 48-10 roll1672199; A 2026-03-26 109-34 roll1671736 DIV	2026-06-09		A10002	excluded:appropriations	budget or bonding measure; no area carries an honest direction on a spending bill
S09264	2120402	Extends the authorization of the city of Beacon to impose a hotel and motel tax for an additional three years.	1	2	S 2026-05-28 53-7 roll1703491; A 2026-06-01 101-38 roll1705763 DIV	2026-08-21		A10396	excluded:local	applies to one named locality; outside the campaign gate
S09504	2135610	Extends the authority of the city of Poughkeepsie to impose a hotel and motel tax for an additional three years.	1	2	S 2026-05-28 53-7 roll1702951; A 2026-06-02 101-38 roll1705545 DIV	2026-08-21		A10481	excluded:local	applies to one named locality; outside the campaign gate
S10029	2145236	Increases the occupancy tax in the county of St. Lawrence from three to five percent.	1	2	S 2026-05-28 49-11 roll1702845; A 2026-06-05 96-35 roll1706883 DIV	2026-08-21		A11163	excluded:local	applies to one named locality; outside the campaign gate
