bill	bill_id	chamber	roll_call_id	date	tally	rolls_in_chamber	engrossed_texts	status	chapter	question_from_history	title	description	disposition	reason
H0860	2131660	house	1671550	2026-03-26	65-0	2	1	4	245		Amends existing law to provide for parental rights in medical decisions.	PARENT AND CHILD -- Amends existing law to provide for parental rights in medical decisions.	out-of-gate:not-divided	
H0860	2131660	senate	1669012	2026-03-24	34-0	1	1	4	245	Read third time as amended in the Senate -- PASSED 34-0-1	Amends existing law to provide for parental rights in medical decisions.	PARENT AND CHILD -- Amends existing law to provide for parental rights in medical decisions.	out-of-gate:not-divided	
H0863	2131819	house	1661775	2026-03-12	60-8	1	0	4	161	Read Third Time in Full -- PASSED 60-8-2	Amends existing law to revise provisions regarding provider payment.	MEDICAID -- Amends existing law to revise provisions regarding provider payment.	out-of-gate:not-divided	
H0863	2131819	senate	1668170	2026-03-23	19-15	1	0	4	161	Read third time in full -- PASSED 19-15-1	Amends existing law to revise provisions regarding provider payment.	MEDICAID -- Amends existing law to revise provisions regarding provider payment.	candidate:unbatched	
H0866	2132368	house	1662734	2026-03-13	61-8	1	0	4	127		Relates to the maintenance appropriation to the Constitutional Officers for fiscal year 2027.	APPROPRIATIONS -- CONSTITUTIONAL OFFICERS -- Relates to the maintenance appropriation to the Constitutional Officers for fiscal year 2027.	out-of-gate:not-divided	
H0866	2132368	senate	1665746	2026-03-18	32-3	1	0	4	127	Read third time in full -- PASSED 32-3-0	Relates to the maintenance appropriation to the Constitutional Officers for fiscal year 2027.	APPROPRIATIONS -- CONSTITUTIONAL OFFICERS -- Relates to the maintenance appropriation to the Constitutional Officers for fiscal year 2027.	out-of-gate:not-divided	
H0867	2132339	house	1662721	2026-03-13	51-18	1	0	4	116		Relates to the maintenance appropriation to General Government for fiscal year 2027.	APPROPRIATIONS -- GENERAL GOVERNMENT -- Relates to the maintenance appropriation to General Government for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0867	2132339	senate	1665666	2026-03-18	25-10	1	0	4	116	Read third time in full -- PASSED 25-10-0	Relates to the maintenance appropriation to General Government for fiscal year 2027.	APPROPRIATIONS -- GENERAL GOVERNMENT -- Relates to the maintenance appropriation to General Government for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0868	2132377	house	1662706	2026-03-13	36-33	1	0	4	125		Relates to the appropriation to the Public Employee Retirement System for fiscal year 2027.	APPROPRIATIONS -- PERSI -- Relates to the appropriation to the Public Employee Retirement System for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0868	2132377	senate	1666564	2026-03-19	25-9	1	0	4	125	Read third time in full -- PASSED 25-9-1	Relates to the appropriation to the Public Employee Retirement System for fiscal year 2027.	APPROPRIATIONS -- PERSI -- Relates to the appropriation to the Public Employee Retirement System for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0869	2132394	house	1662717	2026-03-13	55-14	1	0	4	126		Relates to the appropriation for the Commission for the Blind and Visually Impaired for fiscal year 2027.	APPROPRIATIONS -- Relates to the appropriation for the Commission for the Blind and Visually Impaired for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0869	2132394	senate	1666699	2026-03-19	27-8	1	0	4	126	Read third time in full -- PASSED 27-8-0	Relates to the appropriation for the Commission for the Blind and Visually Impaired for fiscal year 2027.	APPROPRIATIONS -- Relates to the appropriation for the Commission for the Blind and Visually Impaired for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0870	2132388	house	1662724	2026-03-13	48-21	1	0	4	117		Relates to the appropriation to the Office of Information Technology Services for fiscal years 2026 and 2027.	APPROPRIATIONS -- OFFICE OF INFORMATION TECHNOLOGY SERVICES -- Relates to the appropriation to the Office of Information Technology Services for fiscal years 2026 and 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0870	2132388	senate	1666609	2026-03-19	20-15	1	0	4	117	Read third time in full -- PASSED 20-15-0	Relates to the appropriation to the Office of Information Technology Services for fiscal years 2026 and 2027.	APPROPRIATIONS -- OFFICE OF INFORMATION TECHNOLOGY SERVICES -- Relates to the appropriation to the Office of Information Technology Services for fiscal years 2026 and 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0871	2132316	house	1662712	2026-03-13	46-22	1	0	4	154		Relates to the appropriation to the State Tax Commission for fiscal years 2026 and 2027.	APPROPRIATIONS -- STATE TAX COMMISSION -- Relates to the appropriation to the State Tax Commission for fiscal years 2026 and 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0871	2132316	senate	1666598	2026-03-19	19-16	1	0	4	154	Read third time in full -- PASSED 19-16-0	Relates to the appropriation to the State Tax Commission for fiscal years 2026 and 2027.	APPROPRIATIONS -- STATE TAX COMMISSION -- Relates to the appropriation to the State Tax Commission for fiscal years 2026 and 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0872	2132332	house	1663660	2026-03-16	66-2	1	0	4	227		Amends existing law to remove a provision regarding the preparation of ballots for general elections.	ELECTIONS -- Amends existing law to remove a provision regarding the preparation of ballots for general elections.	out-of-gate:not-divided	
H0872	2132332	senate	1671545	2026-03-26	34-0	1	0	4	227	Read third time in full -- PASSED 34-0-1	Amends existing law to remove a provision regarding the preparation of ballots for general elections.	ELECTIONS -- Amends existing law to remove a provision regarding the preparation of ballots for general elections.	out-of-gate:not-divided	
H0873	2132322	house	1667130	2026-03-20	69-0	1	0	4	286	Read Third Time in Full -- PASSED 69-0-1	Amends existing law to revise provisions regarding certain election procedures.	ELECTIONS -- Amends existing law to revise provisions regarding certain election procedures.	out-of-gate:not-divided	
H0873	2132322	senate	1673312	2026-03-30	34-0	1	0	4	286	Read third time in full -- PASSED 34-0-1	Amends existing law to revise provisions regarding certain election procedures.	ELECTIONS -- Amends existing law to revise provisions regarding certain election procedures.	out-of-gate:not-divided	
H0875	2132988	house	1663817	2026-03-16	35-34	1	0	2		Read Third Time in Full -- PASSED 35-34-1	Adds to existing law to provide for the Legislative Services Office to provide the Joint Finance-Appropriations Committee with a calculated reduction from the G	STATE BUDGET -- Adds to existing law to provide for the Legislative Services Office to provide the Joint Finance-Appropriations Committee with a calculated reduction from the Governor's budget document.	out-of-gate:not-enacted	
H0876	2133037	house	1663687	2026-03-16	46-24	1	0	4	147	Read Third Time in Full -- PASSED 46-24-0	Relates to the maintenance appropriation to the State Board of Education for fiscal year 2027.	APPROPRIATIONS -- STATE BOARD OF EDUCATION -- Relates to the maintenance appropriation to the State Board of Education for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0876	2133037	senate	1666693	2026-03-19	23-12	1	0	4	147	Read third time in full -- PASSED 23-12-0	Relates to the maintenance appropriation to the State Board of Education for fiscal year 2027.	APPROPRIATIONS -- STATE BOARD OF EDUCATION -- Relates to the maintenance appropriation to the State Board of Education for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0877	2132836	house	1663683	2026-03-16	56-13	1	0	4	124	Read Third Time in Full -- PASSED 56-13-1	Relates to the appropriation to the Division of Vocational Rehabilitation for fiscal year 2027.	APPROPRIATIONS -- DIVISION OF VOCATIONAL REHABILITATION -- Relates to the appropriation to the Division of Vocational Rehabilitation for fiscal year 2027.	out-of-gate:not-divided	
H0877	2132836	senate	1666608	2026-03-19	32-3	1	0	4	124	Read third time in full -- PASSED 32-3-0	Relates to the appropriation to the Division of Vocational Rehabilitation for fiscal year 2027.	APPROPRIATIONS -- DIVISION OF VOCATIONAL REHABILITATION -- Relates to the appropriation to the Division of Vocational Rehabilitation for fiscal year 2027.	out-of-gate:not-divided	
H0879	2133092	house	1667040	2026-03-20	53-16	1	0	4	292	Read Third Time in Full -- PASSED 53-16-1	Amends existing law to provide for the sale of hemp products intended for human ingestion or inhalation.	INDUSTRIAL HEMP -- Amends existing law to provide for the sale of hemp products intended for human ingestion or inhalation.	dropped:selection	hemp products for human ingestion; the act both permits sale and imposes state limits, direction not defensible either way
H0879	2133092	senate	1674055	2026-03-31	24-10	1	0	4	292	Read third time in full -- PASSED 24-10-1	Amends existing law to provide for the sale of hemp products intended for human ingestion or inhalation.	INDUSTRIAL HEMP -- Amends existing law to provide for the sale of hemp products intended for human ingestion or inhalation.	dropped:selection	hemp products for human ingestion; the act both permits sale and imposes state limits, direction not defensible either way
H0883	2132793	house	1665625	2026-03-18	60-7	1	0	4	309		Adds to existing law to provide for school district and public charter school earned autonomy regarding spending.	EDUCATION -- Adds to existing law to provide for school district and public charter school earned autonomy regarding spending.	out-of-gate:not-divided	
H0883	2132793	senate	1673234	2026-03-30	33-0	1	0	4	309	Read third time in full -- PASSED 33-0-2	Adds to existing law to provide for school district and public charter school earned autonomy regarding spending.	EDUCATION -- Adds to existing law to provide for school district and public charter school earned autonomy regarding spending.	out-of-gate:not-divided	
H0887	2133199	house	1665720	2026-03-18	66-0	1	0	4	290		Amends existing law to provide an exception for water skiing.	WATER SKIING -- Amends existing law to provide an exception for water skiing.	out-of-gate:not-divided	
H0887	2133199	senate	1673749	2026-03-31	32-0	1	0	4	290	Read third time in full -- PASSED 32-0-3	Amends existing law to provide an exception for water skiing.	WATER SKIING -- Amends existing law to provide an exception for water skiing.	out-of-gate:not-divided	
H0888	2133222	house	1669373	2026-03-24	52-16	1	0	2			Amends existing law to revise provisions regarding the powers and duties of the Office of Information Technology Services.	INFORMATION TECHNOLOGY SERVICES -- Amends existing law to revise provisions regarding the powers and duties of the Office of Information Technology Services.	out-of-gate:not-enacted	
H0889	2133178	house	1666721	2026-03-19	57-11	1	0	4	283		Amends, repeals, and adds to existing law regarding the procurement of property by the State of Idaho.	STATE PROCUREMENT -- Amends, repeals, and adds to existing law regarding the procurement of property by the State of Idaho.	out-of-gate:not-divided	
H0889	2133178	senate	1673262	2026-03-30	21-14	1	0	4	283	Read third time in full -- PASSED 21-14-0	Amends, repeals, and adds to existing law regarding the procurement of property by the State of Idaho.	STATE PROCUREMENT -- Amends, repeals, and adds to existing law regarding the procurement of property by the State of Idaho.	candidate:unbatched	
H0890	2133244	house	1667238	2026-03-20	67-2	1	0	4	344	Read Third Time in Full -- PASSED 67-2-1	Amends and repeals existing law relating to the sale, transfer, or disposition of state administrative facilities.	STATE GOVERNMENT -- Amends and repeals existing law relating to the sale, transfer, or disposition of state administrative facilities.	out-of-gate:not-divided	
H0890	2133244	senate	1673389	2026-03-30	34-1	1	0	4	344	Read third time in full -- PASSED 34-1-0	Amends and repeals existing law relating to the sale, transfer, or disposition of state administrative facilities.	STATE GOVERNMENT -- Amends and repeals existing law relating to the sale, transfer, or disposition of state administrative facilities.	out-of-gate:not-divided	
H0893	2133742	house	1664881	2026-03-17	67-0	1	0	4	251		Amends existing law to make codifier's corrections.	CODIFIER'S CORRECTIONS -- Amends existing law to make codifier's corrections.	out-of-gate:not-divided	
H0893	2133742	senate	1671524	2026-03-26	34-0	1	0	4	251	Read third time in full -- PASSED 34-0-1	Amends existing law to make codifier's corrections.	CODIFIER'S CORRECTIONS -- Amends existing law to make codifier's corrections.	out-of-gate:not-divided	
H0894	2133676	house	1669070	2026-03-24	67-1	1	0	4	281		Amends existing law to revise provisions regarding requirements for open public meetings to permit recording of such meetings.	OPEN MEETINGS -- Amends existing law to revise provisions regarding requirements for open public meetings to permit recording of such meetings.	out-of-gate:not-divided	
H0894	2133676	senate	1673769	2026-03-31	33-0	1	0	4	281	Read third time in full -- PASSED 33-0-2	Amends existing law to revise provisions regarding requirements for open public meetings to permit recording of such meetings.	OPEN MEETINGS -- Amends existing law to revise provisions regarding requirements for open public meetings to permit recording of such meetings.	out-of-gate:not-divided	
H0895	2133774	house	1667112	2026-03-20	58-10	1	0	4	291		Adds to existing law to establish limitations on consumptive use of water for cooling certain data centers.	DATA CENTERS -- Adds to existing law to establish limitations on consumptive use of water for cooling certain data centers.	out-of-gate:not-divided	
H0895	2133774	senate	1674039	2026-03-31	32-1	1	0	4	291	Read third time in full -- PASSED 32-1-2	Adds to existing law to establish limitations on consumptive use of water for cooling certain data centers.	DATA CENTERS -- Adds to existing law to establish limitations on consumptive use of water for cooling certain data centers.	out-of-gate:not-divided	
H0896	2133701	house	1667138	2026-03-20	60-9	1	0	2			Adds to existing law to establish provisions regarding compliance with the law.	SPECIAL PROCEEDINGS -- Adds to existing law to establish provisions regarding compliance with the law.	out-of-gate:not-enacted	
H0896	2133701	senate	1676279	2026-04-02	8-27	1	0	2		Read third time in full -- FAILED 8-27-0	Adds to existing law to establish provisions regarding compliance with the law.	SPECIAL PROCEEDINGS -- Adds to existing law to establish provisions regarding compliance with the law.	out-of-gate:not-enacted	
H0897	2133689	house	1667423	2026-03-23	68-0	1	0	2		Read Third Time in Full -- PASSED 68-0-2	Amends existing law to revise a sales tax exemption for data center equipment and to revise a certain property tax exemption for certain capital investments.	TAXATION -- Amends existing law to revise a sales tax exemption for data center equipment and to revise a certain property tax exemption for certain capital investments.	out-of-gate:not-enacted	
H0897	2133689	senate	1675363	2026-04-01	34-0	1	0	2		Read third time as amended in the Senate -- PASSED 34-0-1	Amends existing law to revise a sales tax exemption for data center equipment and to revise a certain property tax exemption for certain capital investments.	TAXATION -- Amends existing law to revise a sales tax exemption for data center equipment and to revise a certain property tax exemption for certain capital investments.	out-of-gate:not-enacted	
H0898	2133765	house	1667038	2026-03-20	53-16	1	0	4	296		Amends, repeals, and adds to existing law to provide for the State Historic Preservation Officer.	STATE HISTORIC PRESERVATION OFFICER -- Amends, repeals, and adds to existing law to provide for the State Historic Preservation Officer.	dropped:selection	State Historic Preservation Officer, not recognizable
H0898	2133765	senate	1673278	2026-03-30	23-12	1	0	4	296	Read third time in full -- PASSED 23-12-0	Amends, repeals, and adds to existing law to provide for the State Historic Preservation Officer.	STATE HISTORIC PRESERVATION OFFICER -- Amends, repeals, and adds to existing law to provide for the State Historic Preservation Officer.	dropped:selection	State Historic Preservation Officer, not recognizable
H0900	2134175	house	1667034	2026-03-20	69-0	1	0	4	282	Read Third Time in Full -- PASSED 69-0-1	Amends and adds to existing law to revise provisions regarding agreements by state agencies, to exempt certain records from disclosure, and to establish provisi	STATE AFFAIRS -- Amends and adds to existing law to revise provisions regarding agreements by state agencies, to exempt certain records from disclosure, and to establish provisions regarding private insurance coverage an	out-of-gate:not-divided	
H0900	2134175	senate	1673433	2026-03-30	34-1	1	0	4	282	Read third time in full -- PASSED 34-1-0	Amends and adds to existing law to revise provisions regarding agreements by state agencies, to exempt certain records from disclosure, and to establish provisi	STATE AFFAIRS -- Amends and adds to existing law to revise provisions regarding agreements by state agencies, to exempt certain records from disclosure, and to establish provisions regarding private insurance coverage an	out-of-gate:not-divided	
H0905	2134459	house	1665711	2026-03-18	42-24	1	0	4	142		Relates to the appropriation to the Office of the State Board of Education for fiscal year 2027.	APPROPRIATIONS -- OFFICE OF THE STATE BOARD OF EDUCATION -- Relates to the appropriation to the Office of the State Board of Education for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0905	2134459	senate	1668020	2026-03-23	23-11	1	0	4	142	Read third time in full -- PASSED 23-11-1	Relates to the appropriation to the Office of the State Board of Education for fiscal year 2027.	APPROPRIATIONS -- OFFICE OF THE STATE BOARD OF EDUCATION -- Relates to the appropriation to the Office of the State Board of Education for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0906	2134448	house	1665793	2026-03-18	40-27	1	0	4	141		Relates to the appropriation to the State Board of Education for community colleges for fiscal year 2027.	APPROPRIATIONS -- STATE BOARD OF EDUCATION -- COMMUNITY COLLEGES -- Relates to the appropriation to the State Board of Education for community colleges for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0906	2134448	senate	1667773	2026-03-23	26-8	1	0	4	141	Read third time in full -- PASSED 26-8-1	Relates to the appropriation to the State Board of Education for community colleges for fiscal year 2027.	APPROPRIATIONS -- STATE BOARD OF EDUCATION -- COMMUNITY COLLEGES -- Relates to the appropriation to the State Board of Education for community colleges for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0907	2134413	house	1665840	2026-03-18	46-21	1	0	4	140		Relates to the appropriation to the Division of Career Technical Education for fiscal years 2026 and 2027.	APPROPRIATIONS -- DIVISION OF CAREER TECHNICAL EDUCATION -- Relates to the appropriation to the Division of Career Technical Education for fiscal years 2026 and 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0907	2134413	senate	1667511	2026-03-23	23-11	1	0	4	140	Read third time in full -- PASSED 23-11-1	Relates to the appropriation to the Division of Career Technical Education for fiscal years 2026 and 2027.	APPROPRIATIONS -- DIVISION OF CAREER TECHNICAL EDUCATION -- Relates to the appropriation to the Division of Career Technical Education for fiscal years 2026 and 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0908	2134339	house	1665701	2026-03-18	53-15	1	0	4	138		Relates to the appropriation to the Military Division for fiscal years 2026 and 2027.	APPROPRIATIONS -- MILITARY DIVISION -- Relates to the appropriation to the Military Division for fiscal years 2026 and 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0908	2134339	senate	1667921	2026-03-23	27-7	1	0	4	138	Read third time in full -- PASSED 27-7-1	Relates to the appropriation to the Military Division for fiscal years 2026 and 2027.	APPROPRIATIONS -- MILITARY DIVISION -- Relates to the appropriation to the Military Division for fiscal years 2026 and 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0909	2134355	house	1665759	2026-03-18	27-43	1	0	1			Relates to the appropriation to the Office of the Secretary of State for fiscal year 2027.	APPROPRIATIONS -- OFFICE OF THE SECRETARY OF STATE -- Relates to the appropriation to the Office of the Secretary of State for fiscal year 2027.	out-of-gate:not-enacted	
H0911	2135143	house	1667224	2026-03-20	65-3	1	0	4	335		Adds to existing law to provide for new large loads.	PUBLIC UTILITIES -- Adds to existing law to provide for new large loads.	out-of-gate:not-divided	
H0911	2135143	senate	1673237	2026-03-30	34-1	1	0	4	335	Read third time in full -- PASSED 34-1-0	Adds to existing law to provide for new large loads.	PUBLIC UTILITIES -- Adds to existing law to provide for new large loads.	out-of-gate:not-divided	
H0913	2135040	house	1667686	2026-03-23	59-9	1	0	4	334		Amends existing law to revise provisions regarding Medicaid eligibility expansion.	MEDICAID -- Amends existing law to revise provisions regarding Medicaid eligibility expansion.	out-of-gate:not-divided	
H0913	2135040	senate	1674253	2026-03-31	28-6	1	0	4	334	Read third time in full -- PASSED 28-6-1	Amends existing law to revise provisions regarding Medicaid eligibility expansion.	MEDICAID -- Amends existing law to revise provisions regarding Medicaid eligibility expansion.	out-of-gate:not-divided	
H0915	2135052	house	1665875	2026-03-18	66-0	1	0	2			Adds to existing law to require public schools to offer daily recess to students in kindergarten through grade 5 and to encourage public schools to offer unstru	EDUCATION -- Adds to existing law to require public schools to offer daily recess to students in kindergarten through grade 5 and to encourage public schools to offer unstructured activity breaks for students in grades 6	out-of-gate:not-enacted	
H0916	2135129	house	1665855	2026-03-18	52-15	1	0	2			Adds to existing law to establish the Idaho Rural Health Transformation Fund and the Rural Health Transformation Committee.	RURAL HEALTH TRANSFORMATION -- Adds to existing law to establish the Idaho Rural Health Transformation Fund and the Rural Health Transformation Committee.	out-of-gate:not-enacted	
H0919	2135686	house	1666816	2026-03-19	63-6	1	0	4	210		Relates to the appropriation to the Department of Administration for the Division of Public Works for fiscal year 2027.	APPROPRIATIONS -- DEPARTMENT OF ADMINISTRATION -- PERMANENT BUILDING FUND -- Relates to the appropriation to the Department of Administration for the Division of Public Works for fiscal year 2027.	out-of-gate:not-divided	
H0919	2135686	senate	1669065	2026-03-24	29-4	1	0	4	210	Read third time in full -- PASSED 29-4-2	Relates to the appropriation to the Department of Administration for the Division of Public Works for fiscal year 2027.	APPROPRIATIONS -- DEPARTMENT OF ADMINISTRATION -- PERMANENT BUILDING FUND -- Relates to the appropriation to the Department of Administration for the Division of Public Works for fiscal year 2027.	out-of-gate:not-divided	
H0920	2135548	house	1666659	2026-03-19	47-22	1	0	4	195		Relates to the appropriation to the State Board of Education and the Board of Regents of the University of Idaho for Health Education Programs for fiscal year 2	APPROPRIATIONS -- HEALTH EDUCATION PROGRAMS -- Relates to the appropriation to the State Board of Education and the Board of Regents of the University of Idaho for Health Education Programs for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0920	2135548	senate	1669283	2026-03-24	22-11	1	0	4	195	Read third time in full -- PASSED 22-11-2	Relates to the appropriation to the State Board of Education and the Board of Regents of the University of Idaho for Health Education Programs for fiscal year 2	APPROPRIATIONS -- HEALTH EDUCATION PROGRAMS -- Relates to the appropriation to the State Board of Education and the Board of Regents of the University of Idaho for Health Education Programs for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0921	2135695	house	1666637	2026-03-19	48-21	1	0	4	207		Relates to the appropriation to the State Department of Education for fiscal year 2027.	APPROPRIATIONS -- DEPARTMENT OF EDUCATION -- Relates to the appropriation to the State Department of Education for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0921	2135695	senate	1669049	2026-03-24	23-11	1	0	4	207	Read third time in full -- PASSED 23-11-1	Relates to the appropriation to the State Department of Education for fiscal year 2027.	APPROPRIATIONS -- DEPARTMENT OF EDUCATION -- Relates to the appropriation to the State Department of Education for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0922	2135744	house	1666628	2026-03-19	62-7	1	0	4	206		Relates to the appropriation to the State Board of Education and the Board of Regents of the University of Idaho for College and Universities and the Office of	APPROPRIATIONS -- COLLEGE AND UNIVERSITIES -- Relates to the appropriation to the State Board of Education and the Board of Regents of the University of Idaho for College and Universities and the Office of the State Boar	out-of-gate:not-divided	
H0922	2135744	senate	1669020	2026-03-24	30-4	1	0	4	206	Read third time in full -- PASSED 30-4-1	Relates to the appropriation to the State Board of Education and the Board of Regents of the University of Idaho for College and Universities and the Office of	APPROPRIATIONS -- COLLEGE AND UNIVERSITIES -- Relates to the appropriation to the State Board of Education and the Board of Regents of the University of Idaho for College and Universities and the Office of the State Boar	out-of-gate:not-divided	
H0923	2135753	house	1666686	2026-03-19	38-32	1	0	4	205		Relates to the appropriation to the Department of Administration for fiscal year 2027.	APPROPRIATIONS -- DEPARTMENT OF ADMINISTRATION -- Relates to the appropriation to the Department of Administration for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0923	2135753	senate	1669383	2026-03-24	19-15	1	0	4	205	Read third time in full -- PASSED 19-15-1	Relates to the appropriation to the Department of Administration for fiscal year 2027.	APPROPRIATIONS -- DEPARTMENT OF ADMINISTRATION -- Relates to the appropriation to the Department of Administration for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0924	2135646	house	1666650	2026-03-19	46-24	1	0	4	194		Relates to the appropriation to the State Liquor Division for fiscal year 2027.	APPROPRIATIONS -- STATE LIQUOR DIVISION -- Relates to the appropriation to the State Liquor Division for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0924	2135646	senate	1669395	2026-03-24	27-7	1	0	4	194	Read third time in full -- PASSED 27-7-1 -Engelking	Relates to the appropriation to the State Liquor Division for fiscal year 2027.	APPROPRIATIONS -- STATE LIQUOR DIVISION -- Relates to the appropriation to the State Liquor Division for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0925	2135725	house	1666743	2026-03-19	52-17	1	0	4	211		Relates to the appropriation to the Judicial Branch for fiscal year 2027.	APPROPRIATIONS -- JUDICIAL BRANCH -- Relates to the appropriation to the Judicial Branch for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0925	2135725	senate	1669218	2026-03-24	24-10	1	0	4	211	Read third time in full -- PASSED 24-10-1	Relates to the appropriation to the Judicial Branch for fiscal year 2027.	APPROPRIATIONS -- JUDICIAL BRANCH -- Relates to the appropriation to the Judicial Branch for fiscal year 2027.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0926	2135773	house	1667551	2026-03-23	51-17	1	0	4	300	Read Third Time in Full -- PASSED 51-17-2	Amends existing law to revise provisions regarding the formation of community infrastructure districts.	COMMUNITY INFRASTRUCTURE DISTRICTS -- Amends existing law to revise provisions regarding the formation of community infrastructure districts.	dropped:selection	community infrastructure district formation, not recognizable
H0926	2135773	senate	1673693	2026-03-31	20-14	1	0	4	300	Read third time in full -- PASSED 20-14-1	Amends existing law to revise provisions regarding the formation of community infrastructure districts.	COMMUNITY INFRASTRUCTURE DISTRICTS -- Amends existing law to revise provisions regarding the formation of community infrastructure districts.	dropped:selection	community infrastructure district formation, not recognizable
H0927	2135573	house	1669179	2026-03-24	56-14	1	0	2			Amends and adds to existing law to provide for suspension of driver's licenses when a person is 60 days or more delinquent in paying the penalty for a moving tr	TRAFFIC INFRACTIONS -- Amends and adds to existing law to provide for suspension of driver's licenses when a person is 60 days or more delinquent in paying the penalty for a moving traffic infraction.	out-of-gate:not-enacted	
H0928	2135709	house	1673686	2026-03-31	55-8	2	1	4	289		Adds to existing law to establish the Merit-Based Health Care Act.	MERIT-BASED HEALTH CARE -- Adds to existing law to establish the Merit-Based Health Care Act.	superseded:last-roll-not-divided	
H0928	2135709	senate	1673169	2026-03-30	29-6	1	1	4	289	Read third time as amended in the Senate -- PASSED 29-6-0	Adds to existing law to establish the Merit-Based Health Care Act.	MERIT-BASED HEALTH CARE -- Adds to existing law to establish the Merit-Based Health Care Act.	out-of-gate:not-divided	
H0929	2135562	house	1667035	2026-03-20	49-21	1	0	4	275	Read Third Time in Full -- PASSED 49-21-0	Adds to existing law to establish provisions regarding certain out-of-pocket payments for health care services.	HEALTH CARE -- Adds to existing law to establish provisions regarding certain out-of-pocket payments for health care services.	candidate:unbatched	
H0929	2135562	senate	1673303	2026-03-30	29-5	1	0	4	275	Read third time in full -- PASSED 29-5-1	Adds to existing law to establish provisions regarding certain out-of-pocket payments for health care services.	HEALTH CARE -- Adds to existing law to establish provisions regarding certain out-of-pocket payments for health care services.	out-of-gate:not-divided	
H0930	2135619	house	1667235	2026-03-20	36-34	1	0	4	337	Read Third Time in Full -- PASSED 36-34-0	Amends existing law to revise provisions regarding the duties of political treasurers.	CAMPAIGN FINANCE -- Amends existing law to revise provisions regarding the duties of political treasurers.	batched:batch-05	imported in batch-05
H0930	2135619	senate	1675495	2026-04-01	19-14	1	0	4	337	Read third time in full -- PASSED 19-14-2	Amends existing law to revise provisions regarding the duties of political treasurers.	CAMPAIGN FINANCE -- Amends existing law to revise provisions regarding the duties of political treasurers.	batched:batch-05	imported in batch-05
H0931	2135607	house	1666769	2026-03-19	67-1	1	0	4	274		Amends language added by House Bill 645 regarding the Portable Benefit Plan Act.	PORTABLE BENEFIT PLAN ACT -- Amends language added by House Bill 645 regarding the Portable Benefit Plan Act.	out-of-gate:not-divided	
H0931	2135607	senate	1673275	2026-03-30	34-0	1	0	4	274	Read third time in full -- PASSED 34-0-1	Amends language added by House Bill 645 regarding the Portable Benefit Plan Act.	PORTABLE BENEFIT PLAN ACT -- Amends language added by House Bill 645 regarding the Portable Benefit Plan Act.	out-of-gate:not-divided	
H0932	2135734	house	1667234	2026-03-20	68-0	1	0	4	301	Read Third Time in Full -- PASSED 68-0-2	States findings of the Legislature and provides for an advisory question regarding the state gun of Idaho to be placed on the ballot before the voters.	STATE GUN -- States findings of the Legislature and provides for an advisory question regarding the state gun of Idaho to be placed on the ballot before the voters.	out-of-gate:not-divided	
