bill	bill_id	chamber	roll_call_id	date	tally	rolls_in_chamber	engrossed_texts	status	chapter	question_from_history	title	description	disposition	reason
H0357	1990258	house	1532698	2025-03-31	61-8	2	1	4	256	Read third time in full as amended in Senate -- PASSED 61-8-1	Adds to existing law to establish the America250 Commemoration Fund and the America250 Advisory Committee.	PUBLIC FUNDS -- Adds to existing law to establish the America250 Commemoration Fund and the America250 Advisory Committee.	out-of-gate:not-divided	
H0357	1990258	senate	1528419	2025-03-26	28-7	1	1	4	256	Read third time as amended in the Senate -- PASSED 28-7-0	Adds to existing law to establish the America250 Commemoration Fund and the America250 Advisory Committee.	PUBLIC FUNDS -- Adds to existing law to establish the America250 Commemoration Fund and the America250 Advisory Committee.	candidate:unbatched	
H0358	1990123	house	1516351	2025-03-12	69-0	1	0	4	203	Read Third Time in Full -- PASSED 69-0-1	Amends and adds to existing law to provide for certain reporting of agreements entered into by state agencies.	STATE CONTROLLER -- Amends and adds to existing law to provide for certain reporting of agreements entered into by state agencies.	out-of-gate:not-divided	
H0358	1990123	senate	1521656	2025-03-19	33-0	1	0	4	203	Read third time in full -- PASSED 33-0-2	Amends and adds to existing law to provide for certain reporting of agreements entered into by state agencies.	STATE CONTROLLER -- Amends and adds to existing law to provide for certain reporting of agreements entered into by state agencies.	out-of-gate:not-divided	
H0359	1990158	house	1522901	2025-03-20	39-31	1	1	2		Read third time in full as amended -- PASSED 39-31-0	Amends existing law to require the disclosure of political affiliation in certain election communications.	ELECTIONS -- Amends existing law to require the disclosure of political affiliation in certain election communications.	out-of-gate:not-enacted	
H0361	1990192	house	1517346	2025-03-13	66-0	1	0	4	204		Amends and adds to existing law to revise provisions regarding definitions and fee and financial disclosures and to establish provisions to provide for a period	HOMEOWNER'S ASSOCIATIONS -- Amends and adds to existing law to revise provisions regarding definitions and fee and financial disclosures and to establish provisions to provide for a period of declarant control, restricti	out-of-gate:not-divided	
H0361	1990192	senate	1525690	2025-03-24	35-0	1	0	4	204	Read third time in full -- PASSED 35-0-0	Amends and adds to existing law to revise provisions regarding definitions and fee and financial disclosures and to establish provisions to provide for a period	HOMEOWNER'S ASSOCIATIONS -- Amends and adds to existing law to revise provisions regarding definitions and fee and financial disclosures and to establish provisions to provide for a period of declarant control, restricti	out-of-gate:not-divided	
H0362	1991240	house	1515396	2025-03-11	43-27	1	0	2		Read Third Time in Full -- PASSED 43-27-0	Amends existing law to provide that subscribing to the oath of office for certain elective offices shall create a vacancy in certain other offices.	PUBLIC OFFICE -- Amends existing law to provide that subscribing to the oath of office for certain elective offices shall create a vacancy in certain other offices.	out-of-gate:not-enacted	
H0364	1991380	house	1509413	2025-03-10	43-23	1	0	2			Adds to existing law to establish the Department of Governmental Efficiency Task Force.	DEPARTMENT OF GOVERNMENTAL EFFICIENCY (DOGE) -- Adds to existing law to establish the Department of Governmental Efficiency Task Force.	out-of-gate:not-enacted	
H0365	1991296	house	1515389	2025-03-11	60-9	1	0	2		Read Third Time in Full -- PASSED 60-9-1	Adds to existing law to provide the Attorney General with concurrent investigative and prosecutorial power of violations of certain election laws.	ATTORNEY GENERAL -- Adds to existing law to provide the Attorney General with concurrent investigative and prosecutorial power of violations of certain election laws.	out-of-gate:not-enacted	
H0368	1992939	house	1531436	2025-03-31	55-15	2	1	4	257	Read third time in full as amended in Senate -- PASSED 55-15-0	Amends and adds to existing law to revise provisions regarding medical education programs supported by Idaho state funds.	MEDICAL EDUCATION -- Amends and adds to existing law to revise provisions regarding medical education programs supported by Idaho state funds.	dropped:selection	medical education seats moved away from WWAMI, no defensible direction
H0368	1992939	senate	1527923	2025-03-26	26-8	1	1	4	257	Read third time as amended in the Senate -- PASSED 26-8-1	Amends and adds to existing law to revise provisions regarding medical education programs supported by Idaho state funds.	MEDICAL EDUCATION -- Amends and adds to existing law to revise provisions regarding medical education programs supported by Idaho state funds.	dropped:selection	medical education seats moved away from WWAMI, no defensible direction
H0371	1993717	house	1515426	2025-03-11	39-30	1	0	4	168	Read Third Time in Full -- PASSED 39-30-1	Relates to the appropriation to the Endowment Fund Investment Board for fiscal year 2026.	APPROPRIATIONS -- ENDOWMENT FUND INVESTMENT BOARD -- Relates to the appropriation to the Endowment Fund Investment Board for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0371	1993717	senate	1518610	2025-03-17	23-12	1	0	4	168	Read third time in full -- PASSED 23-12-0	Relates to the appropriation to the Endowment Fund Investment Board for fiscal year 2026.	APPROPRIATIONS -- ENDOWMENT FUND INVESTMENT BOARD -- Relates to the appropriation to the Endowment Fund Investment Board for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0372	1993812	house	1515385	2025-03-11	54-15	1	0	4	157	Read Third Time in Full -- PASSED 54-15-1	Relates to the appropriation to the State Appellate Public Defender for fiscal year 2026.	APPROPRIATIONS -- STATE APPELLATE PUBLIC DEFENDER -- Relates to the appropriation to the State Appellate Public Defender for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0372	1993812	senate	1518618	2025-03-17	28-7	1	0	4	157	Read third time in full -- PASSED 28-7-0	Relates to the appropriation to the State Appellate Public Defender for fiscal year 2026.	APPROPRIATIONS -- STATE APPELLATE PUBLIC DEFENDER -- Relates to the appropriation to the State Appellate Public Defender for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0373	1993546	house	1514766	2025-03-11	47-22	1	0	4	158	Read Third Time in Full -- PASSED 47-22-1	Relates to the appropriation to the Division of Financial Management for fiscal year 2026.	APPROPRIATIONS -- DIVISION OF FINANCIAL MANAGEMENT -- Relates to the appropriation to the Division of Financial Management for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0373	1993546	senate	1518632	2025-03-17	29-6	1	0	4	158	Read third time in full -- PASSED 29-6-0	Relates to the appropriation to the Division of Financial Management for fiscal year 2026.	APPROPRIATIONS -- DIVISION OF FINANCIAL MANAGEMENT -- Relates to the appropriation to the Division of Financial Management for fiscal year 2026.	out-of-gate:not-divided	
H0374	1993757	house	1514279	2025-03-11	42-27	1	0	4	146	Read Third Time in Full -- PASSED 42-27-1	Relates to the appropriation to the Agricultural Research and Extension Service for fiscal year 2026.	APPROPRIATIONS -- AGRICULTURAL RESEARCH AND EXTENSION SERVICE -- Relates to the appropriation to the Agricultural Research and Extension Service for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0374	1993757	senate	1518621	2025-03-17	26-9	1	0	4	146	Read third time in full -- PASSED 26-9-0	Relates to the appropriation to the Agricultural Research and Extension Service for fiscal year 2026.	APPROPRIATIONS -- AGRICULTURAL RESEARCH AND EXTENSION SERVICE -- Relates to the appropriation to the Agricultural Research and Extension Service for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0376	1994030	house	1517555	2025-03-13	56-10	1	0	2			Amends existing law to remove a provision regarding restrictions on the carrying of concealed weapons.	CONCEALED WEAPONS -- Amends existing law to remove a provision regarding restrictions on the carrying of concealed weapons.	out-of-gate:not-enacted	
H0377	1993586	house	1516359	2025-03-12	66-0	1	0	4	205		Amends existing law to revise provisions regarding the recall of city council members elected by district.	RECALL ELECTIONS -- Amends existing law to revise provisions regarding the recall of city council members elected by district.	out-of-gate:not-divided	
H0377	1993586	senate	1521717	2025-03-19	33-0	1	0	4	205	Read third time in full -- PASSED 33-0-2	Amends existing law to revise provisions regarding the recall of city council members elected by district.	RECALL ELECTIONS -- Amends existing law to revise provisions regarding the recall of city council members elected by district.	out-of-gate:not-divided	
H0378	1993630	house	1517451	2025-03-13	47-22	1	0	2		PASSED 47-22-1	Adds to existing law to require legislative candidates, legislators, and members-elect of the Legislature to report certain travel paid by others.	TRANSPARENCY IN LEGISLATIVE TRAVEL -- Adds to existing law to require legislative candidates, legislators, and members-elect of the Legislature to report certain travel paid by others.	out-of-gate:not-enacted	
H0380	1995108	house	1518930	2025-03-17	63-0	1	0	4	177		Amends and adds to existing law to establish provisions regarding the crime of aggravated lewd conduct with a minor child under sixteen, to establish provisions	LEWD CONDUCT -- Amends and adds to existing law to establish provisions regarding the crime of aggravated lewd conduct with a minor child under sixteen, to establish provisions regarding the crime of aggravated lewd cond	out-of-gate:not-divided	
H0380	1995108	senate	1525624	2025-03-24	30-5	1	0	4	177	Read third time in full -- PASSED 30-5-0	Amends and adds to existing law to establish provisions regarding the crime of aggravated lewd conduct with a minor child under sixteen, to establish provisions	LEWD CONDUCT -- Amends and adds to existing law to establish provisions regarding the crime of aggravated lewd conduct with a minor child under sixteen, to establish provisions regarding the crime of aggravated lewd cond	out-of-gate:not-divided	
H0381	1994937	house	1519187	2025-03-17	66-0	1	0	4	224	Read Third Time in Full -- PASSED 66-0-4	Amends existing law to require the State Tax Commission to provide certain notices to taxpayers regarding the substantiation of deductible expense.	TAXATION -- Amends existing law to require the State Tax Commission to provide certain notices to taxpayers regarding the substantiation of deductible expense.	out-of-gate:not-divided	
H0381	1994937	senate	1526310	2025-03-25	35-0	1	0	4	224	Read third time in full -- PASSED 35-0-0	Amends existing law to require the State Tax Commission to provide certain notices to taxpayers regarding the substantiation of deductible expense.	TAXATION -- Amends existing law to require the State Tax Commission to provide certain notices to taxpayers regarding the substantiation of deductible expense.	out-of-gate:not-divided	
H0386	1995075	house	1516350	2025-03-12	68-0	1	0	4	159	Read Third Time in Full -- PASSED 68-0-2	Amends existing law to revise provisions regarding Latah County boundaries and Shoshone County boundaries.	COUNTIES -- Amends existing law to revise provisions regarding Latah County boundaries and Shoshone County boundaries.	out-of-gate:not-divided	
H0386	1995075	senate	1521674	2025-03-19	33-0	1	0	4	159	Read third time in full -- PASSED 33-0-2	Amends existing law to revise provisions regarding Latah County boundaries and Shoshone County boundaries.	COUNTIES -- Amends existing law to revise provisions regarding Latah County boundaries and Shoshone County boundaries.	out-of-gate:not-divided	
H0389	1996756	house	1521350	2025-03-19	63-6	1	0	4	277	Read Third Time in Full -- PASSED 63-6-1	Amends and adds to existing law to provide that a fire burning out of control on federal land in Idaho is a nuisance and cost recovery actions related to such f	UNCONTROLLED FIRES -- Amends and adds to existing law to provide that a fire burning out of control on federal land in Idaho is a nuisance and cost recovery actions related to such fires are subject to a statute of limit	out-of-gate:not-divided	
H0389	1996756	senate	1533288	2025-04-01	32-1	1	0	4	277	Read third time in full -- PASSED 32-1-2	Amends and adds to existing law to provide that a fire burning out of control on federal land in Idaho is a nuisance and cost recovery actions related to such f	UNCONTROLLED FIRES -- Amends and adds to existing law to provide that a fire burning out of control on federal land in Idaho is a nuisance and cost recovery actions related to such fires are subject to a statute of limit	out-of-gate:not-divided	
H0390	1996704	house	1525650	2025-03-24	43-27	1	0	4	236	Read Third Time in Full -- PASSED 43-27-0	Relates to the appropriation to the Public Employee Retirement System for fiscal year 2026.	APPROPRIATIONS -- PERSI -- Relates to the appropriation to the Public Employee Retirement System for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0390	1996704	senate	1529357	2025-03-27	22-11	1	0	4	236	Read third time in full -- PASSED 22-11-2	Relates to the appropriation to the Public Employee Retirement System for fiscal year 2026.	APPROPRIATIONS -- PERSI -- Relates to the appropriation to the Public Employee Retirement System for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0391	1996664	house	1522883	2025-03-20	35-33	1	0	4	258	Read Third Time in Full -- PASSED 35-33-2	Relates to replacement items for the Commission for the Blind and Visually Impaired, the Office of the Lieutenant Governor, the Idaho State Lottery, the Brand I	APPROPRIATIONS -- Relates to replacement items for the Commission for the Blind and Visually Impaired, the Office of the Lieutenant Governor, the Idaho State Lottery, the Brand Inspection Division, the Commission of Pard	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0391	1996664	senate	1529366	2025-03-27	22-13	1	0	4	258	Read third time in full -- PASSED 22-13-0 -Engelking	Relates to replacement items for the Commission for the Blind and Visually Impaired, the Office of the Lieutenant Governor, the Idaho State Lottery, the Brand I	APPROPRIATIONS -- Relates to replacement items for the Commission for the Blind and Visually Impaired, the Office of the Lieutenant Governor, the Idaho State Lottery, the Brand Inspection Division, the Commission of Pard	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0395	1996627	house	1528039	2025-03-26	62-8	1	1	2			Adds to existing law to provide for competitive procurement of electric services and electric ratepayer protection.	PUBLIC UTILITIES -- Adds to existing law to provide for competitive procurement of electric services and electric ratepayer protection.	out-of-gate:not-enacted	
H0396	1999780	house	1520118	2025-03-18	62-6	1	0	4	278	Read Third Time in Full -- PASSED 62-6-2	Amends and adds to existing law to revise provisions regarding transportation funding for public schools.	EDUCATION -- Amends and adds to existing law to revise provisions regarding transportation funding for public schools.	out-of-gate:not-divided	
H0396	1999780	senate	1533328	2025-04-01	33-0	1	0	4	278	Read third time in full -- PASSED 33-0-2	Amends and adds to existing law to revise provisions regarding transportation funding for public schools.	EDUCATION -- Amends and adds to existing law to revise provisions regarding transportation funding for public schools.	out-of-gate:not-divided	
H0397	1999884	house	1518560	2025-03-17	64-3	1	0	4	279	Read Third Time in Full -- PASSED 64-3-3	Amends existing law to revise provisions regarding civics instruction.	EDUCATION -- Amends existing law to revise provisions regarding civics instruction.	out-of-gate:not-divided	
H0397	1999884	senate	1532717	2025-04-01	32-1	1	0	4	279	Read third time in full -- PASSED 32-1-2	Amends existing law to revise provisions regarding civics instruction.	EDUCATION -- Amends existing law to revise provisions regarding civics instruction.	out-of-gate:not-divided	
H0398	1999989	house	1525975	2025-03-25	54-14	1	0	4	280		Amends, repeals, and adds to existing law to establish provisions governing lobbying and lobbyists.	LOBBYISTS -- Amends, repeals, and adds to existing law to establish provisions governing lobbying and lobbyists.	batched:batch-01	imported in batch-01
H0398	1999989	senate	1536122	2025-04-02	27-8	1	0	4	280	Read third time in full -- PASSED 27-8-0	Amends, repeals, and adds to existing law to establish provisions governing lobbying and lobbyists.	LOBBYISTS -- Amends, repeals, and adds to existing law to establish provisions governing lobbying and lobbyists.	batched:batch-01	imported in batch-01
H0402	2006591	house	1522866	2025-03-20	65-5	1	0	4	259		Amends existing law to revise provisions regarding documents that may be used to prove identity and citizenship status.	TRANSPORTATION -- Amends existing law to revise provisions regarding documents that may be used to prove identity and citizenship status.	out-of-gate:not-divided	
H0402	2006591	senate	1532773	2025-04-01	33-0	1	0	4	259	Read third time in full -- PASSED 33-0-2	Amends existing law to revise provisions regarding documents that may be used to prove identity and citizenship status.	TRANSPORTATION -- Amends existing law to revise provisions regarding documents that may be used to prove identity and citizenship status.	out-of-gate:not-divided	
H0403	2006366	house	1522809	2025-03-20	49-21	1	0	2			Amends existing law to require a person to apply for a driver's license, register vehicles, and obtain a certificate of vehicle title within thirty days of beco	TRANSPORTATION -- Amends existing law to require a person to apply for a driver's license, register vehicles, and obtain a certificate of vehicle title within thirty days of becoming an Idaho resident.	out-of-gate:not-enacted	
H0409	2006943	house	1519190	2025-03-17	59-6	1	0	2			Amends existing law to revise provisions regarding the length and scope of a declaration of emergency by the governor.	THE GOVERNOR AND DISASTER EMERGENCIES -- Amends existing law to revise provisions regarding the length and scope of a declaration of emergency by the governor.	out-of-gate:not-enacted	
H0410	2008277	house	1523872	2025-03-20	52-18	1	0	2			Amends and adds to existing law to revise provisions regarding criminal history checks for school district employees and to establish provisions regarding a sch	EDUCATION -- Amends and adds to existing law to revise provisions regarding criminal history checks for school district employees and to establish provisions regarding a school chaplain policy.	out-of-gate:not-enacted	
H0413	2010107	house	1525611	2025-03-24	65-4	1	0	2			Adds to existing law to provide for the Idaho personnel reduction act and to provide for the reporting of state employee travel expenses.	STATE BUDGET -- Adds to existing law to provide for the Idaho personnel reduction act and to provide for the reporting of state employee travel expenses.	out-of-gate:not-enacted	
H0415	2010291	house	1526872	2025-03-25	46-23	1	0	2		Read Third Time in Full -- PASSED 46-23-1	Adds to existing law to provide restrictions on ownership of energy infrastructure in Idaho.	PUBLIC UTILITY INFRASTRUCTURE -- Adds to existing law to provide restrictions on ownership of energy infrastructure in Idaho.	out-of-gate:not-enacted	
H0416	2010971	house	1524175	2025-03-21	52-17	1	0	2			Adds to existing law to provide that funds appropriated to public schools shall be used for the purposes identified in statute or in an appropriation.	EDUCATION -- Adds to existing law to provide that funds appropriated to public schools shall be used for the purposes identified in statute or in an appropriation.	out-of-gate:not-enacted	
H0417	2011086	house	1524500	2025-03-21	50-20	1	0	4	260		Relates to the appropriation to the State Board of Education for community colleges for fiscal year 2026.	APPROPRIATIONS -- STATE BOARD OF EDUCATION -- COMMUNITY COLLEGES -- Relates to the appropriation to the State Board of Education for community colleges for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0417	2011086	senate	1529346	2025-03-27	30-5	1	0	4	260	Read third time in full -- PASSED 30-5-0 -Engelking	Relates to the appropriation to the State Board of Education for community colleges for fiscal year 2026.	APPROPRIATIONS -- STATE BOARD OF EDUCATION -- COMMUNITY COLLEGES -- Relates to the appropriation to the State Board of Education for community colleges for fiscal year 2026.	out-of-gate:not-divided	
H0418	2010993	house	1524506	2025-03-21	36-33	1	0	4	261		Relates to the appropriation to the Division of Career Technical Education for fiscal year 2026.	APPROPRIATIONS -- DIVISION OF CAREER TECHNICAL EDUCATION -- Relates to the appropriation to the Division of Career Technical Education for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0418	2010993	senate	1529751	2025-03-27	27-7	1	0	4	261	Read third time in full -- PASSED 27-7-1	Relates to the appropriation to the Division of Career Technical Education for fiscal year 2026.	APPROPRIATIONS -- DIVISION OF CAREER TECHNICAL EDUCATION -- Relates to the appropriation to the Division of Career Technical Education for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0419	2011066	house	1525668	2025-03-24	39-31	1	0	4	237	Read Third Time in Full -- PASSED 39-31-0	Relates to the appropriation to the Department of Parks and Recreation for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF PARKS AND RECREATION -- Relates to the appropriation to the Department of Parks and Recreation for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0419	2011066	senate	1529361	2025-03-27	22-11	1	0	4	237	Read third time in full -- PASSED 22-11-2	Relates to the appropriation to the Department of Parks and Recreation for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF PARKS AND RECREATION -- Relates to the appropriation to the Department of Parks and Recreation for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0420	2010944	house	1525649	2025-03-24	69-1	1	0	4	262	Read Third Time in Full -- PASSED 69-1-0	Relates to the appropriation to the STEM Action Center for fiscal year 2026.	APPROPRIATIONS -- STEM ACTION CENTER -- Relates to the appropriation to the STEM Action Center for fiscal year 2026.	out-of-gate:not-divided	
H0420	2010944	senate	1529363	2025-03-27	31-2	1	0	4	262	Read third time in full -- PASSED 31-2-2 -Engelking	Relates to the appropriation to the STEM Action Center for fiscal year 2026.	APPROPRIATIONS -- STEM ACTION CENTER -- Relates to the appropriation to the STEM Action Center for fiscal year 2026.	out-of-gate:not-divided	
H0422	2011041	house	1532635	2025-03-31	65-2	1	0	2		Read Third Time in Full -- PASSED 65-2-3	Amends House Bill 47 to revise provisions regarding the release of adoption information to adoptees.	ADOPTIONS -- Amends House Bill 47 to revise provisions regarding the release of adoption information to adoptees.	out-of-gate:not-enacted	
H0425	2011766	house	1525659	2025-03-24	50-20	1	0	4	247	Read Third Time in Full -- PASSED 50-20-0	Relates to the appropriation to the Department of Administration for the Division of Public Works for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF ADMINISTRATION -- PERMANENT BUILDING FUND -- Relates to the appropriation to the Department of Administration for the Division of Public Works for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0425	2011766	senate	1529368	2025-03-27	25-10	1	0	4	247	Read third time in full -- PASSED 25-10-0	Relates to the appropriation to the Department of Administration for the Division of Public Works for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF ADMINISTRATION -- PERMANENT BUILDING FUND -- Relates to the appropriation to the Department of Administration for the Division of Public Works for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0426	2011729	house	1525663	2025-03-24	38-32	1	0	4	263	Read Third Time in Full -- PASSED 38-32-0	Relates to the appropriation to the Office of the State Controller for fiscal year 2026.	APPROPRIATIONS -- STATE CONTROLLER -- Relates to the appropriation to the Office of the State Controller for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0426	2011729	senate	1530087	2025-03-28	23-12	1	0	4	263	Read third time in full -- PASSED 23-12-0	Relates to the appropriation to the Office of the State Controller for fiscal year 2026.	APPROPRIATIONS -- STATE CONTROLLER -- Relates to the appropriation to the Office of the State Controller for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0427	2011958	house	1525676	2025-03-24	49-19	1	0	4	253	Read Third Time in Full -- PASSED 49-19-2	Relates to the appropriation to the Military Division and the Department of Health and Welfare for the Public Health Services Division for fiscal year 2026.	APPROPRIATIONS -- MILITARY DIVISION -- DEPARTMENT OF HEALTH AND WELFARE -- Relates to the appropriation to the Military Division and the Department of Health and Welfare for the Public Health Services Division for fiscal	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0427	2011958	senate	1532358	2025-03-31	25-10	1	0	4	253	Read third time in full -- PASSED 25-10-0	Relates to the appropriation to the Military Division and the Department of Health and Welfare for the Public Health Services Division for fiscal year 2026.	APPROPRIATIONS -- MILITARY DIVISION -- DEPARTMENT OF HEALTH AND WELFARE -- Relates to the appropriation to the Military Division and the Department of Health and Welfare for the Public Health Services Division for fiscal	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0435	2012618	house	1525376	2025-03-24	68-0	1	0	2			Amends House Bill 40, House Bill 304, and existing law to revise provisions regarding certain tax deductions, certain corporate income tax rates, certain protec	TAXATION -- Amends House Bill 40, House Bill 304, and existing law to revise provisions regarding certain tax deductions, certain corporate income tax rates, certain protections for taxpayers, and certain sales tax distr	out-of-gate:not-enacted	
H0436	2012604	house	1532260	2025-03-31	57-13	1	0	4	300	PASSED 57-13-0	Amends and adds to existing law to provide for the dissolution of urban renewal agencies and termination of urban renewal plans and to allow fire protection dis	URBAN RENEWAL -- Amends and adds to existing law to provide for the dissolution of urban renewal agencies and termination of urban renewal plans and to allow fire protection districts and ambulance service districts to o	out-of-gate:not-divided	
H0436	2012604	senate	1537176	2025-04-03	28-7	1	0	4	300	Read in full as required) -- PASSED 28-7-0	Amends and adds to existing law to provide for the dissolution of urban renewal agencies and termination of urban renewal plans and to allow fire protection dis	URBAN RENEWAL -- Amends and adds to existing law to provide for the dissolution of urban renewal agencies and termination of urban renewal plans and to allow fire protection districts and ambulance service districts to o	candidate:unbatched	
H0439	2013197	house	1528036	2025-03-26	61-9	1	0	4	281	Read Third Time in Full -- PASSED 61-9-0	Relates to the appropriation to the Department of Administration for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF ADMINISTRATION -- Relates to the appropriation to the Department of Administration for fiscal year 2026.	out-of-gate:not-divided	
H0439	2013197	senate	1534923	2025-04-02	32-3	1	0	4	281	Read in full as required) -- PASSED 32-3-0	Relates to the appropriation to the Department of Administration for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF ADMINISTRATION -- Relates to the appropriation to the Department of Administration for fiscal year 2026.	out-of-gate:not-divided	
H0443	2014482	house	1528451	2025-03-26	33-37	1	0	1			Relates to the appropriation to the Office of the State Board of Education for fiscal years 2025 and 2026.	APPROPRIATIONS -- OFFICE OF THE STATE BOARD OF EDUCATION -- Relates to the appropriation to the Office of the State Board of Education for fiscal years 2025 and 2026.	out-of-gate:not-enacted	
H0444	2014426	house	1528412	2025-03-26	47-22	1	0	4	264		Relates to the appropriation to the Department of Lands for fiscal years 2025 and 2026.	APPROPRIATIONS -- DEPARTMENT OF LANDS -- Relates to the appropriation to the Department of Lands for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0444	2014426	senate	1532679	2025-03-31	24-11	1	0	4	264	Read third time in full -- PASSED 24-11-0	Relates to the appropriation to the Department of Lands for fiscal years 2025 and 2026.	APPROPRIATIONS -- DEPARTMENT OF LANDS -- Relates to the appropriation to the Department of Lands for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0445	2014583	house	1529750	2025-03-27	56-13	1	0	4	282	Read Third Time in Full -- PASSED 56-13-1	Relates to the appropriation to the Department of Water Resources for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF WATER RESOURCES -- Relates to the appropriation to the Department of Water Resources for fiscal year 2026.	out-of-gate:not-divided	
H0445	2014583	senate	1534001	2025-04-01	23-12	1	0	4	282	Read in full as required) -- PASSED 23-12-0	Relates to the appropriation to the Department of Water Resources for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF WATER RESOURCES -- Relates to the appropriation to the Department of Water Resources for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0448	2014540	house	1528354	2025-03-26	43-26	1	0	4	265		Relates to the appropriation to the Department of Finance for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF FINANCE -- Relates to the appropriation to the Department of Finance for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0448	2014540	senate	1532663	2025-03-31	23-12	1	0	4	265	Read third time in full -- PASSED 23-12-0	Relates to the appropriation to the Department of Finance for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF FINANCE -- Relates to the appropriation to the Department of Finance for fiscal year 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0449	2014610	house	1528428	2025-03-26	32-33	1	0	1			Relates to the appropriation to the Public Schools Educational Support Program's Division of Central Services for fiscal year 2026.	APPROPRIATIONS -- PUBLIC SCHOOLS -- CENTRAL SERVICES -- Relates to the appropriation to the Public Schools Educational Support Program's Division of Central Services for fiscal year 2026.	out-of-gate:not-enacted	
H0450	2014438	house	1528038	2025-03-26	39-26	1	0	2			Relates to the appropriation to the Department of Fish and Game for fiscal years 2025 and 2026.	APPROPRIATIONS -- DEPARTMENT OF FISH AND GAME -- Relates to the appropriation to the Department of Fish and Game for fiscal years 2025 and 2026.	out-of-gate:not-enacted	
H0450	2014438	senate	1531362	2025-03-31	16-19	1	0	2		Read third time in full -- FAILED 16-19-0	Relates to the appropriation to the Department of Fish and Game for fiscal years 2025 and 2026.	APPROPRIATIONS -- DEPARTMENT OF FISH AND GAME -- Relates to the appropriation to the Department of Fish and Game for fiscal years 2025 and 2026.	out-of-gate:not-enacted	
H0451	2014418	house	1528409	2025-03-26	55-13	1	0	4	266		Relates to the appropriation to the Public Schools Educational Support Program's Division of Educational Services for the Deaf and the Blind for fiscal year 202	APPROPRIATIONS -- PUBLIC SCHOOLS -- EDUCATIONAL SERVICES FOR THE DEAF AND THE BLIND -- Relates to the appropriation to the Public Schools Educational Support Program's Division of Educational Services for the Deaf and th	out-of-gate:not-divided	
H0451	2014418	senate	1532615	2025-03-31	27-8	1	0	4	266	Read third time in full -- PASSED 27-8-0	Relates to the appropriation to the Public Schools Educational Support Program's Division of Educational Services for the Deaf and the Blind for fiscal year 202	APPROPRIATIONS -- PUBLIC SCHOOLS -- EDUCATIONAL SERVICES FOR THE DEAF AND THE BLIND -- Relates to the appropriation to the Public Schools Educational Support Program's Division of Educational Services for the Deaf and th	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
